Date,Station,Flow,DO,Turbidity,Conductivity,pH,Chl,Temperature
10/28/2019 6:45,RVB,93100,9.2,9.54,130,7.7,1.17,15.27777778
10/28/2019 7:00,RVB,94900,9.2,11.04,130,7.7,1.18,15.16666667
10/28/2019 7:15,RVB,95100,9.1,11.53,131,7.7,1.15,15.22222222
10/28/2019 7:30,RVB,94300,9.1,10.3,131,7.7,1.03,15.22222222
10/28/2019 7:45,RVB,93000,9.1,13.52,131,7.7,1.04,15.22222222
10/28/2019 8:00,RVB,91300,9.1,12.39,131,7.7,1.03,15.27777778
10/28/2019 8:15,RVB,89200,9.1,13.88,131,7.7,1.17,15.27777778
10/28/2019 8:30,RVB,86300,9.1,14.66,131,7.7,0.92,15.22222222
10/28/2019 8:45,RVB,84600,9.1,16.37,132,7.7,1.06,15.22222222
10/28/2019 9:00,RVB,81000,9.1,13.74,132,7.7,1.13,15.22222222
10/28/2019 9:15,RVB,77000,9.1,14.38,132,7.7,1.17,15.22222222
10/28/2019 9:30,RVB,71700,9.1,13.65,132,7.7,0.83,15.22222222
10/28/2019 9:45,RVB,67300,9.1,14.42,132,7.7,1.05,15.16666667
10/28/2019 10:00,RVB,59500,9.1,16.25,132,7.7,0.97,15.16666667
10/28/2019 10:15,RVB,49700,9.1,15.1,133,7.7,1.03,15.16666667
10/28/2019 10:30,RVB,35000,9,15.97,133,7.7,1.37,15.16666667
10/28/2019 10:45,RVB,15900,9,37.01,133,7.7,1.2,15.11111111
10/28/2019 11:00,RVB,-6680,9.1,14.95,133,7.7,1.09,15.27777778
10/28/2019 11:15,RVB,-29100,9.1,23.51,133,7.7,1.23,15.22222222
10/28/2019 11:30,RVB,-50700,9,15.64,133,7.7,1.11,15.11111111
10/28/2019 11:45,RVB,-69200,9,16.34,133,7.7,1.13,15.16666667
10/28/2019 12:00,RVB,-84400,9.1,18.37,133,7.7,1.19,15.22222222
10/28/2019 12:15,RVB,-96100,9.1,18.2,133,7.7,1.02,15.22222222
10/28/2019 12:30,RVB,-103000,9.1,18.49,133,7.7,1.09,15.27777778
10/28/2019 12:45,RVB,-107000,9.1,17.24,132,7.7,1.12,15.27777778
10/28/2019 13:00,RVB,-111000,9.1,17.5,132,7.7,1.11,15.33333333
10/28/2019 13:15,RVB,-112000,9.1,16.28,132,7.7,1.17,15.38888889
10/28/2019 13:30,RVB,-112000,9.1,14.82,132,7.7,1.16,15.44444444
10/28/2019 13:45,RVB,-109000,9.1,13.67,132,7.7,1.21,15.44444444
10/28/2019 14:00,RVB,-107000,9.2,17.39,131,7.7,1.02,15.5
10/28/2019 14:15,RVB,-104000,9.2,16.22,131,7.7,1.13,15.44444444
10/28/2019 14:30,RVB,-102000,9.2,14.69,131,7.7,1.18,15.44444444
10/28/2019 14:45,RVB,-98600,9.2,14.39,130,7.7,1.24,15.44444444
10/28/2019 15:00,RVB,-93800,9.2,16.03,130,7.7,1.35,15.44444444
10/28/2019 15:15,RVB,-89200,9.2,13.6,130,7.7,1.38,15.44444444
10/28/2019 15:30,RVB,-83000,9.3,11.2,130,7.7,1.18,15.44444444
10/28/2019 15:45,RVB,-74600,9.3,9.74,129,7.7,1.39,15.44444444
10/28/2019 16:00,RVB,-65500,9.3,10.48,129,7.7,1.4,15.44444444
10/28/2019 16:15,RVB,-53400,9.3,8.25,129,7.7,1.12,15.44444444
10/28/2019 16:30,RVB,-39200,9.3,8.14,129,7.7,1.22,15.44444444
10/28/2019 16:45,RVB,-22400,9.2,7.92,129,7.7,0.94,15.44444444
10/28/2019 17:00,RVB,-1590,9.2,6.93,129,7.7,1.02,15.44444444
10/28/2019 17:15,RVB,20600,9.3,7.63,129,7.7,1.19,15.44444444
10/28/2019 17:30,RVB,45000,9.3,7.83,129,7.7,1.29,15.44444444
10/28/2019 17:45,RVB,66200,9.3,7.64,129,7.7,1.16,15.44444444
10/28/2019 18:00,RVB,82500,9.2,9.9,129,7.7,1.18,15.44444444
10/28/2019 18:15,RVB,93300,9.2,10.91,130,7.7,1.31,15.44444444
10/28/2019 18:30,RVB,101000,9.2,10.2,130,7.7,1.11,15.38888889
10/28/2019 18:45,RVB,103000,9.2,12.31,130,7.7,1.22,15.38888889
10/28/2019 19:00,RVB,104000,9.2,11.43,130,7.7,1,15.38888889
10/28/2019 19:15,RVB,103000,9.2,13.01,130,7.7,1.1,15.38888889
10/28/2019 19:30,RVB,104000,9.2,13.96,130,7.7,1.19,15.33333333
10/28/2019 19:45,RVB,103000,9.2,13.12,131,7.7,1.14,15.33333333
10/28/2019 20:00,RVB,101000,9.1,25.94,131,7.7,1.24,15.33333333
10/28/2019 20:15,RVB,99900,9.1,15.38,131,7.7,1.2,15.33333333
10/28/2019 20:30,RVB,98700,9.1,14.39,131,7.7,1.22,15.33333333
10/28/2019 20:45,RVB,96900,9.1,14.07,131,7.7,1.14,15.33333333
10/28/2019 21:00,RVB,95100,9.1,14.08,131,7.7,1.12,15.27777778
10/28/2019 21:15,RVB,93100,9,16.38,131,7.7,1.15,15.27777778
10/28/2019 21:30,RVB,90100,9,19.27,132,7.7,1.34,15.22222222
10/28/2019 21:45,RVB,89800,9,16.99,132,7.7,1.26,15.16666667
10/28/2019 22:00,RVB,87300,9,20.57,132,7.7,1.17,15.11111111
10/28/2019 22:15,RVB,84700,9,17.74,133,7.7,1.38,15.11111111
10/28/2019 22:30,RVB,82200,8.9,17.46,133,7.7,1.13,15.05555556
10/28/2019 22:45,RVB,78200,8.9,18.32,133,7.7,1.25,15
10/28/2019 23:00,RVB,74100,8.9,18.8,134,7.7,1.24,15
10/28/2019 23:15,RVB,68400,8.9,17.42,134,7.7,1.16,14.94444444
10/28/2019 23:30,RVB,60100,8.9,19.19,134,7.7,1.17,14.94444444
10/28/2019 23:45,RVB,49100,8.9,17.11,134,7.7,1.14,14.88888889
10/29/2019 0:00,RVB,33900,8.8,16.3,134,7.7,1.16,14.88888889
10/29/2019 0:15,RVB,15000,8.8,16.68,135,7.6,1.18,14.88888889
10/29/2019 0:30,RVB,-6430,8.8,15.51,134,7.6,1.19,14.88888889
10/29/2019 0:45,RVB,-29600,8.9,16.41,134,7.7,1.11,14.88888889
10/29/2019 1:00,RVB,-49700,8.9,14.37,135,7.7,1.04,14.83333333
10/29/2019 1:15,RVB,-68000,8.9,26.2,135,7.7,1.18,14.88888889
10/29/2019 1:30,RVB,-80600,8.9,16.83,135,7.7,1.21,14.88888889
10/29/2019 1:45,RVB,-88200,8.9,19.14,134,7.7,1.23,14.88888889
10/29/2019 2:00,RVB,-94300,8.9,17.81,134,7.7,1.32,14.88888889
10/29/2019 2:15,RVB,-97800,8.9,16.17,134,7.7,1.17,14.88888889
10/29/2019 2:30,RVB,-99300,8.9,14.59,134,7.7,1.34,14.94444444
10/29/2019 2:45,RVB,-98900,8.9,14.88,134,7.7,1.24,14.94444444
10/29/2019 3:00,RVB,-98600,8.9,16.1,133,7.7,1.46,14.94444444
10/29/2019 3:15,RVB,-95600,8.9,17.02,133,7.7,1.25,15
10/29/2019 3:30,RVB,-93100,9,18.79,133,7.7,1.22,15
10/29/2019 3:45,RVB,-88900,9,17.88,133,7.7,1.16,15
10/29/2019 4:00,RVB,-85700,9,17.08,132,7.7,1.29,15
10/29/2019 4:15,RVB,-80200,9,14.4,132,7.7,1.31,15.05555556
10/29/2019 4:30,RVB,-76300,9,12.9,132,7.7,1.14,15.05555556
10/29/2019 4:45,RVB,-68800,9,12.36,132,7.7,1.16,15.05555556
10/29/2019 5:00,RVB,-61100,9,10.98,131,7.7,1.44,15.05555556
10/29/2019 5:15,RVB,-52500,9,44.76,132,7.7,1.9,15.05555556
10/29/2019 5:30,RVB,-39300,9,8.38,131,7.7,1.01,15.05555556
10/29/2019 5:45,RVB,-26200,8.9,9.22,131,7.7,0.99,15.05555556
10/29/2019 6:00,RVB,-8670,8.9,9.73,131,7.7,1.05,15.05555556
10/29/2019 6:15,RVB,10000,8.9,7.34,131,7.7,0.92,15.05555556
10/29/2019 6:30,RVB,29200,9,9.51,131,7.7,1.12,15
10/29/2019 6:45,RVB,49100,9,8.86,131,7.7,1.08,15
10/29/2019 7:00,RVB,67500,9,10.02,131,7.7,0.97,15
10/29/2019 7:15,RVB,79400,9,9.81,132,7.7,1.01,15
10/29/2019 7:30,RVB,87100,9,12.69,132,7.7,1.07,15
10/29/2019 7:45,RVB,91500,9,11.16,132,7.7,1,15
10/29/2019 8:00,RVB,94200,9,12.2,132,7.7,1.01,15
10/29/2019 8:15,RVB,94300,8.9,11.77,132,7.7,0.98,14.94444444
10/29/2019 8:30,RVB,93500,8.9,12.46,132,7.7,1.16,14.94444444
10/29/2019 8:45,RVB,92200,8.9,11.85,132,7.7,0.91,14.88888889
10/29/2019 9:00,RVB,91100,8.9,13.78,133,7.7,0.99,14.88888889
10/29/2019 9:15,RVB,88200,8.9,13.71,133,7.7,1.02,14.88888889
10/29/2019 9:30,RVB,84000,8.9,14.53,133,7.7,0.99,14.83333333
10/29/2019 9:45,RVB,81500,8.9,14.22,133,7.7,0.95,14.83333333
10/29/2019 10:00,RVB,77700,8.9,15.43,133,7.7,0.9,14.83333333
10/29/2019 10:15,RVB,71900,8.9,15.78,133,7.7,1.01,14.77777778
10/29/2019 10:30,RVB,66100,8.9,15.05,133,7.7,0.84,14.77777778
10/29/2019 10:45,RVB,56900,8.9,13.1,133,7.7,0.85,14.77777778
10/29/2019 11:00,RVB,46500,8.9,12.39,133,7.7,0.91,14.77777778
10/29/2019 11:15,RVB,32500,8.9,13.08,134,7.6,0.94,14.77777778
10/29/2019 11:30,RVB,16600,8.9,11.61,133,7.6,0.83,14.77777778
10/29/2019 11:45,RVB,-3320,8.9,11.75,133,7.7,0.95,14.94444444
10/29/2019 12:00,RVB,-23700,8.9,13.5,133,7.7,0.96,14.88888889
10/29/2019 12:15,RVB,-44900,8.9,13.32,133,7.7,0.89,14.77777778
10/29/2019 12:30,RVB,-64700,8.9,13.93,133,7.7,0.89,14.83333333
10/29/2019 12:45,RVB,-80400,8.9,15.54,133,7.7,0.88,14.83333333
10/29/2019 13:00,RVB,-92200,8.9,16.36,133,7.7,0.93,14.83333333
10/29/2019 13:15,RVB,-101000,8.9,20.42,133,7.7,1.03,14.88888889
10/29/2019 13:30,RVB,-105000,8.9,16.81,133,7.7,1.05,14.88888889
10/29/2019 13:45,RVB,-108000,9,16.68,133,7.7,1.01,14.88888889
10/29/2019 14:00,RVB,-108000,9,17.54,133,7.7,1.03,14.88888889
10/29/2019 14:15,RVB,-107000,9,18.33,133,7.7,1.05,14.94444444
10/29/2019 14:30,RVB,-105000,9,18.43,133,7.7,1.1,15
10/29/2019 14:45,RVB,-103000,9,17.89,133,7.7,1.24,15
10/29/2019 15:00,RVB,-99800,9,18.67,133,7.7,1.12,15.05555556
10/29/2019 15:15,RVB,-95900,9.1,18.34,132,7.7,1.21,15.05555556
10/29/2019 15:30,RVB,-92700,9.1,16.99,132,7.7,1.17,15.11111111
10/29/2019 15:45,RVB,-87400,9.1,19.54,132,7.7,1.23,15.11111111
10/29/2019 16:00,RVB,-84000,9.1,19.67,132,7.7,1.35,15.11111111
10/29/2019 16:15,RVB,-77000,9.2,16.18,131,7.7,1.31,15.11111111
10/29/2019 16:30,RVB,-69200,9.2,14.66,131,7.7,1.25,15.11111111
10/29/2019 16:45,RVB,-59200,9.2,13.92,131,7.7,1.22,15.11111111
10/29/2019 17:00,RVB,-47300,9.2,12.73,131,7.7,1.16,15.11111111
10/29/2019 17:15,RVB,-32300,9.2,12.01,131,7.7,1.12,15.11111111
10/29/2019 17:30,RVB,-13600,9.2,11.26,131,7.7,1.03,15.11111111
10/29/2019 17:45,RVB,6570,9.1,9.73,131,7.7,0.93,15.11111111
10/29/2019 18:00,RVB,29300,9.2,8.93,131,7.7,1.02,15.05555556
10/29/2019 18:15,RVB,52000,9.2,9.23,131,7.7,1.12,15.05555556
10/29/2019 18:30,RVB,71300,9.1,9.86,131,7.7,0.99,15.05555556
10/29/2019 18:45,RVB,86100,9.1,11.4,131,7.7,1.18,15.05555556
10/29/2019 19:00,RVB,93900,9.1,14.75,131,7.7,1.15,15
10/29/2019 19:15,RVB,101000,9.1,15.72,131,7.7,1.17,15
10/29/2019 19:30,RVB,105000,9.1,14.1,132,7.7,1.13,15
10/29/2019 19:45,RVB,107000,9.1,12.38,132,7.7,1.11,15
10/29/2019 20:00,RVB,106000,9.1,12.96,132,7.7,1.13,14.94444444
10/29/2019 20:15,RVB,106000,9,13.13,132,7.7,1.11,14.94444444
10/29/2019 20:30,RVB,104000,9,16.78,132,7.7,1.17,14.88888889
10/29/2019 20:45,RVB,103000,9,14.77,132,7.7,1.24,14.83333333
10/29/2019 21:00,RVB,101000,9,13.9,132,7.7,1.19,14.83333333
10/29/2019 21:15,RVB,99300,9,15.55,132,7.7,1.1,14.77777778
10/29/2019 21:30,RVB,96700,9,26.29,132,7.7,1.21,14.77777778
10/29/2019 21:45,RVB,95100,9,14.06,132,7.7,1.08,14.72222222
10/29/2019 22:00,RVB,92400,9,17.71,132,7.7,1.2,14.66666667
10/29/2019 22:15,RVB,92200,9,15.3,132,7.7,1,14.66666667
10/29/2019 22:30,RVB,90700,9,14.38,132,7.7,1.14,14.61111111
10/29/2019 22:45,RVB,88100,9,15.11,133,7.7,1.15,14.61111111
10/29/2019 23:00,RVB,86200,9,15.7,133,7.7,1.06,14.55555556
10/29/2019 23:15,RVB,83800,9,13.48,133,7.7,1.02,14.5
10/29/2019 23:30,RVB,79900,9,15,133,7.7,0.98,14.44444444
10/29/2019 23:45,RVB,75900,9,14.72,134,7.7,0.98,14.38888889
10/30/2019 0:00,RVB,69900,9,13.4,134,7.7,1.04,14.38888889
10/30/2019 0:15,RVB,64800,9,12.98,134,7.7,0.95,14.33333333
10/30/2019 0:30,RVB,56600,9,12.84,135,7.7,0.9,14.27777778
10/30/2019 0:45,RVB,44800,9,11.48,135,7.7,1.14,14.27777778
10/30/2019 1:00,RVB,29600,9,11.43,135,7.7,0.88,14.27777778
10/30/2019 1:15,RVB,10700,8.9,10.59,135,7.7,0.82,14.22222222
10/30/2019 1:30,RVB,-12400,9,13.05,135,7.7,0.95,14.22222222
10/30/2019 1:45,RVB,-34900,9,11.42,135,7.7,1.11,14.22222222
10/30/2019 2:00,RVB,-54500,9,15.55,136,7.7,0.94,14.22222222
10/30/2019 2:15,RVB,-70100,9.1,15.11,136,7.7,1.09,14.16666667
10/30/2019 2:30,RVB,-80100,9.1,14.15,135,7.7,1.04,14.22222222
10/30/2019 2:45,RVB,-87900,9.1,17.4,135,7.7,1.13,14.22222222
10/30/2019 3:00,RVB,-93200,9.1,14.78,135,7.7,1.33,14.22222222
10/30/2019 3:15,RVB,-95000,9.1,14.81,135,7.7,1.16,14.27777778
10/30/2019 3:30,RVB,-95400,9.1,14.79,134,7.7,0.99,14.27777778
10/30/2019 3:45,RVB,-95200,9,18.5,134,7.7,1.14,14.27777778
10/30/2019 4:00,RVB,-93100,9,15.8,134,7.7,1.15,14.33333333
10/30/2019 4:15,RVB,-91100,9,16.29,133,7.7,1.17,14.33333333
10/30/2019 4:30,RVB,-88600,9,12.38,133,7.7,1.3,14.38888889
10/30/2019 4:45,RVB,-84600,9,14.98,133,7.7,1.16,14.38888889
10/30/2019 5:00,RVB,-79600,9,14.76,133,7.7,1.19,14.38888889
10/30/2019 5:15,RVB,-75100,9,14.17,133,7.7,1.1,14.38888889
10/30/2019 5:30,RVB,-69300,9,14.29,133,7.7,1.11,14.38888889
10/30/2019 5:45,RVB,-62700,9,14.14,133,7.7,1.22,14.38888889
10/30/2019 6:00,RVB,-53700,9,12.85,133,7.7,1.16,14.38888889
10/30/2019 6:15,RVB,-43200,9,12.2,133,7.7,0.95,14.38888889
10/30/2019 6:30,RVB,-32200,9,11.93,133,7.7,1.12,14.38888889
10/30/2019 6:45,RVB,-18600,8.9,22.69,133,7.7,1.2,14.38888889
10/30/2019 7:00,RVB,-1840,8.9,11.44,133,7.7,1.06,14.38888889
10/30/2019 7:15,RVB,16600,9,11.69,133,7.7,0.94,14.33333333
10/30/2019 7:30,RVB,35400,9,10.69,133,7.7,0.87,14.38888889
10/30/2019 7:45,RVB,52300,9.1,9.98,133,7.7,0.91,14.33333333
10/30/2019 8:00,RVB,67100,9.1,10.09,133,7.7,0.94,14.38888889
10/30/2019 8:15,RVB,76100,,,,,,
10/30/2019 8:30,RVB,82600,,,,,,
10/30/2019 8:45,RVB,87000,,,,,,
10/30/2019 9:00,RVB,89300,,,,,,
10/30/2019 9:15,RVB,89600,,,,,,
10/30/2019 9:30,RVB,88400,,,,,,
10/30/2019 9:45,RVB,86300,,,,,,
10/30/2019 10:00,RVB,85500,,,,,,
10/30/2019 10:15,RVB,81200,,,,,,
10/30/2019 10:30,RVB,77400,,,,,,
10/30/2019 10:45,RVB,73600,,,,,,
10/30/2019 11:00,RVB,67600,,,,,,
10/30/2019 11:15,RVB,61500,,,,,,
10/30/2019 11:30,RVB,52500,9.1,11.24,133,7.7,0.77,14.22222222
10/30/2019 11:45,RVB,41900,9.1,12.49,133,7.7,0.88,14.22222222
10/30/2019 12:00,RVB,29500,9,10.18,133,7.7,0.82,14.22222222
10/30/2019 12:15,RVB,13900,9,9.27,133,7.7,0.79,14.22222222
10/30/2019 12:30,RVB,-4420,9.1,8.93,133,7.7,0.92,14.38888889
10/30/2019 12:45,RVB,-25900,9.1,9.59,133,7.7,0.78,14.33333333
10/30/2019 13:00,RVB,-45600,9.1,9.16,133,7.7,0.87,14.22222222
10/30/2019 13:15,RVB,-63000,9.1,9.74,133,7.7,0.89,14.22222222
10/30/2019 13:30,RVB,-76200,9.1,11.93,133,7.7,0.87,14.27777778
10/30/2019 13:45,RVB,-87000,9.1,13.1,133,7.7,0.94,14.27777778
10/30/2019 14:00,RVB,-94200,9.1,12.64,133,7.7,1.12,14.27777778
10/30/2019 14:15,RVB,-1.00E+05,9.1,13.03,133,7.7,0.99,14.33333333
10/30/2019 14:30,RVB,-103000,9.1,12.75,133,7.7,1.06,14.33333333
10/30/2019 14:45,RVB,-106000,9.1,12.84,133,7.7,1.18,14.33333333
10/30/2019 15:00,RVB,-105000,9.1,13.71,133,7.7,0.93,14.38888889
10/30/2019 15:15,RVB,-103000,9.1,13.33,133,7.7,0.95,14.38888889
10/30/2019 15:30,RVB,-101000,9.1,15.12,133,7.7,1.01,14.44444444
10/30/2019 15:45,RVB,-98500,9.1,13.87,133,7.7,0.98,14.44444444
10/30/2019 16:00,RVB,-94300,9.1,14.16,133,7.7,0.98,14.5
10/30/2019 16:15,RVB,-89400,9.1,13.21,133,7.7,1,14.55555556
10/30/2019 16:30,RVB,-84000,9.1,14.47,133,7.7,1.12,14.55555556
10/30/2019 16:45,RVB,-79400,9.1,13.36,133,7.7,1.32,14.61111111
10/30/2019 17:00,RVB,-70800,9.1,14.49,133,7.7,1.2,14.61111111
10/30/2019 17:15,RVB,-61800,9.1,10.38,133,7.7,1.06,14.66666667
10/30/2019 17:30,RVB,-49800,9.1,9.54,132,7.7,0.92,14.66666667
10/30/2019 17:45,RVB,-34900,9.1,9.35,132,7.7,1.13,14.66666667
10/30/2019 18:00,RVB,-16500,9.1,8.65,132,7.7,0.77,14.66666667
10/30/2019 18:15,RVB,4460,9,8.89,132,7.7,0.87,14.66666667
10/30/2019 18:30,RVB,25000,9.1,8.69,132,7.7,0.92,14.61111111
10/30/2019 18:45,RVB,46900,9.1,9.13,132,7.7,1.06,14.61111111
10/30/2019 19:00,RVB,66900,9.1,10.15,133,7.7,1.14,14.55555556
10/30/2019 19:15,RVB,81800,9.1,9.87,133,7.7,0.94,14.61111111
10/30/2019 19:30,RVB,91500,9.1,12.27,133,7.7,1.01,14.55555556
10/30/2019 19:45,RVB,1.00E+05,9.1,12.04,133,7.7,0.97,14.55555556
10/30/2019 20:00,RVB,102000,9.1,13.18,133,7.7,1.14,14.5
10/30/2019 20:15,RVB,105000,9.1,14.19,133,7.7,1,14.44444444
10/30/2019 20:30,RVB,104000,9.1,11.61,133,7.7,1.02,14.44444444
10/30/2019 20:45,RVB,105000,9.1,12.15,133,7.7,1.03,14.38888889
10/30/2019 21:00,RVB,104000,9.1,13.61,133,7.7,0.99,14.38888889
10/30/2019 21:15,RVB,102000,9.1,13.34,132,7.7,1.06,14.33333333
10/30/2019 21:30,RVB,101000,9.1,14.87,132,7.7,1.32,14.33333333
10/30/2019 21:45,RVB,99700,9,11.53,132,7.7,1.06,14.33333333
10/30/2019 22:00,RVB,96400,9,12.73,133,7.7,0.91,14.27777778
10/30/2019 22:15,RVB,94900,9,14.13,133,7.7,0.95,14.27777778
10/30/2019 22:30,RVB,92200,9,14.42,133,7.7,1.25,14.22222222
10/30/2019 22:45,RVB,91900,9,14.49,133,7.7,0.83,14.22222222
10/30/2019 23:00,RVB,89000,9,13.26,133,7.7,1.05,14.16666667
10/30/2019 23:15,RVB,88100,9,12.35,133,7.7,0.91,14.16666667
10/30/2019 23:30,RVB,86100,9,12.76,133,7.7,1.2,14.11111111
10/30/2019 23:45,RVB,82900,9,12.21,133,7.7,0.95,14.05555556
10/31/2019 0:00,RVB,81300,9,11.68,133,7.7,0.97,14
10/31/2019 0:15,RVB,78100,9,12.17,134,7.7,1,14
10/31/2019 0:30,RVB,74500,9,11.76,134,7.7,1,13.94444444
10/31/2019 0:45,RVB,70500,9.1,10.92,134,7.7,0.92,13.94444444
10/31/2019 1:00,RVB,64500,9,9.66,135,7.7,0.89,13.88888889
10/31/2019 1:15,RVB,57400,9.1,9.22,135,7.7,0.91,13.88888889
10/31/2019 1:30,RVB,46400,9.1,9.39,135,7.7,0.94,13.83333333
10/31/2019 1:45,RVB,32800,9,8.14,135,7.7,0.79,13.83333333
10/31/2019 2:00,RVB,16000,9,8.21,136,7.6,0.92,13.77777778
10/31/2019 2:15,RVB,-3270,9,8.23,135,7.6,0.95,13.77777778
10/31/2019 2:30,RVB,-23300,9.1,8.53,136,7.7,0.88,13.77777778
10/31/2019 2:45,RVB,-43400,9.1,8.67,136,7.7,0.86,13.77777778
10/31/2019 3:00,RVB,-58800,9.1,9.76,136,7.7,0.92,13.77777778
10/31/2019 3:15,RVB,-71900,9.1,10.76,136,7.7,0.98,13.77777778
10/31/2019 3:30,RVB,-80300,9.1,10.4,136,7.7,1.04,13.77777778
10/31/2019 3:45,RVB,-85700,9.1,10.49,136,7.7,1.03,13.77777778
10/31/2019 4:00,RVB,-87900,9.1,10.74,135,7.7,0.89,13.83333333
10/31/2019 4:15,RVB,-89400,9.1,11.32,135,7.7,0.93,13.83333333
10/31/2019 4:30,RVB,-90400,9.1,11.13,135,7.7,1.05,13.83333333
10/31/2019 4:45,RVB,-89200,,,,,,
10/31/2019 5:00,RVB,-88300,9.1,11.47,134,7.7,1,13.88888889
10/31/2019 5:15,RVB,-86600,9.1,11.71,134,7.7,1.03,13.88888889
10/31/2019 5:30,RVB,-83500,9.1,14.76,134,7.7,1.02,13.94444444
10/31/2019 5:45,RVB,-79700,9,25.95,134,7.6,1.2,13.94444444
10/31/2019 6:00,RVB,-75600,9,14.23,134,7.7,1.09,13.94444444
10/31/2019 6:15,RVB,-70300,9,10.51,133,7.7,1.11,13.94444444
10/31/2019 6:30,RVB,-66300,9,10.7,133,7.7,1,13.94444444
10/31/2019 6:45,RVB,-59800,9,11.64,133,7.7,1.05,13.94444444
10/31/2019 7:00,RVB,-52000,9,10.04,133,7.7,0.89,13.94444444
10/31/2019 7:15,RVB,-43300,9,9.74,133,7.7,1.12,13.94444444
10/31/2019 7:30,RVB,-33000,9,8.47,133,7.7,0.96,13.94444444
10/31/2019 7:45,RVB,-20000,9,7.92,133,7.7,0.88,13.94444444
10/31/2019 8:00,RVB,-6110,8.9,8.46,133,7.6,0.79,13.94444444
10/31/2019 8:15,RVB,8560,9,8.23,133,7.7,1.06,13.94444444
10/31/2019 8:30,RVB,25900,9.1,7.84,133,7.7,0.93,13.94444444
10/31/2019 8:45,RVB,42100,9,7.7,133,7.7,0.82,14
10/31/2019 9:00,RVB,55700,9,8.97,133,7.7,0.9,13.94444444
10/31/2019 9:15,RVB,67200,9.1,7.95,133,7.7,0.74,14
10/31/2019 9:30,RVB,73700,9.1,9.55,133,7.7,0.85,13.94444444
10/31/2019 9:45,RVB,78200,9.1,9.89,133,7.7,0.83,14
10/31/2019 10:00,RVB,80100,9.1,8.67,133,7.7,0.82,14
10/31/2019 10:15,RVB,80300,9.1,9.43,133,7.7,0.79,13.94444444
10/31/2019 10:30,RVB,79900,9.1,9.52,133,7.7,0.66,13.94444444
10/31/2019 10:45,RVB,77800,9.1,8.5,133,7.7,0.86,13.94444444
10/31/2019 11:00,RVB,74900,9.1,9.6,133,7.7,0.78,13.94444444
10/31/2019 11:15,RVB,72000,9.1,8.31,133,7.7,0.78,13.94444444
10/31/2019 11:30,RVB,66900,9.1,9.18,134,7.7,0.76,13.94444444
10/31/2019 11:45,RVB,59500,9.1,8.17,134,7.7,0.73,13.94444444
10/31/2019 12:00,RVB,52200,9.1,8.13,134,7.7,0.77,13.94444444
10/31/2019 12:15,RVB,41800,9.1,7.09,134,7.7,0.75,13.94444444
10/31/2019 12:30,RVB,31000,9.1,6.68,134,7.7,0.7,13.94444444
10/31/2019 12:45,RVB,18000,9,6.84,134,7.6,0.76,13.94444444
10/31/2019 13:00,RVB,3600,9.1,6.4,134,7.7,0.67,14.05555556
10/31/2019 13:15,RVB,-15200,9.1,6.6,134,7.7,0.75,14.05555556
10/31/2019 13:30,RVB,-32900,9.1,7.17,134,7.7,0.76,13.94444444
10/31/2019 13:45,RVB,-49100,9.1,7.12,134,7.7,0.81,13.94444444
10/31/2019 14:00,RVB,-64000,9.1,13.8,134,7.6,0.9,13.94444444
10/31/2019 14:15,RVB,-74700,9.1,7.21,134,7.7,0.84,13.94444444
10/31/2019 14:30,RVB,-84700,9.1,9.42,134,7.7,0.84,14
10/31/2019 14:45,RVB,-90700,9.1,9,134,7.7,0.93,14
10/31/2019 15:00,RVB,-96100,9.1,9.28,134,7.7,0.86,14.05555556
10/31/2019 15:15,RVB,-98500,9.1,8.69,134,7.7,0.88,14.11111111
10/31/2019 15:30,RVB,-99500,9.1,8.77,134,7.7,0.98,14.16666667
10/31/2019 15:45,RVB,-99800,9.1,8,134,7.7,0.85,14.16666667
10/31/2019 16:00,RVB,-97300,9.1,9.22,133,7.7,0.92,14.16666667
10/31/2019 16:15,RVB,-95900,9.1,10.38,133,7.7,0.98,14.22222222
10/31/2019 16:30,RVB,-92800,9.1,8.97,133,7.7,0.99,14.27777778
10/31/2019 16:45,RVB,-89500,9.1,10.32,133,7.7,0.98,14.27777778
10/31/2019 17:00,RVB,-85400,9.1,10.46,133,7.7,1.05,14.33333333
10/31/2019 17:15,RVB,-80000,9.1,8.44,133,7.7,1.31,14.33333333
10/31/2019 17:30,RVB,-73100,9.1,10.79,133,7.7,1.15,14.38888889
10/31/2019 17:45,RVB,-63900,9.1,10.04,133,7.7,1.24,14.38888889
10/31/2019 18:00,RVB,-55300,9.1,9.35,133,7.7,0.99,14.38888889
10/31/2019 18:15,RVB,-42400,9.1,8.19,133,7.7,0.94,14.44444444
10/31/2019 18:30,RVB,-28800,9.1,7.58,133,7.7,0.91,14.44444444
10/31/2019 18:45,RVB,-10500,9,7.59,133,7.7,1.04,14.44444444
10/31/2019 19:00,RVB,8770,9.1,7.54,133,7.7,0.98,14.44444444
10/31/2019 19:15,RVB,30000,9.1,7.77,133,7.7,1.03,14.44444444
10/31/2019 19:30,RVB,51500,9.1,8.28,133,7.7,0.92,14.38888889
10/31/2019 19:45,RVB,69900,9.1,8.26,133,7.7,0.98,14.33333333
10/31/2019 20:00,RVB,83200,9.1,8.42,133,7.7,0.81,14.33333333
