MethodCode,SampleDate,SampleTime,StationCode,Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,4/11/2018,9:18,SHR,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.2,,,i,BSA.YOLO-45,DK,High sediment.,cylinder,600.97,,,,,,,,,,Length,6.1,6.5,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.2,13.0,9.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/11/2018,9:18,SHR,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,31,31,3.6,,,i,BSA.YOLO-45,DK,High sediment.,sphere,24.43,,,,,,,,,,Length,3.6,3.1,3.7,2.8,4.6,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,4/11/2018,9:18,SHR,61.5,1,1.63%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,400,803,1,0.9,0.9,c,BSA.YOLO-45,DK,High sediment.,sphere,0.18,0.18,0.27,0.11,0.11,0.27,0.38,0.38,0.11,0.11,Length,0.7,0.7,0.7,0.8,0.6,0.6,0.8,0.9,0.9,0.6,0.6,0.7,0.6,0.8,0.8,0.7,0.6,0.7,0.8,0.9,1.0,0.7,0.8,0.6,0.7,0.8
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,12,12,5.5,,,i,BSA.YOLO-46,DK,,cylinder,85.53,,,,,,,,,,Length,3.6,3.1,4.6,3.7,3.7,3.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.5,4.6,5.6,6.1,6.5,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,39,39,3.2,,,i,BSA.YOLO-46,DK,,sphere,17.16,,,,,,,,,,Length,3.2,3.7,3.7,3.1,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1085,cf. Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,1,4,2.8,,,c,BSA.YOLO-46,DK,,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,3.7,1.9,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,3.7,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,3,3,4.7,,,i,BSA.YOLO-46,DK,,cylinder + 2 cones,3.28,,,,,,,,,,Length,4.7,4.6,4.6,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,10.2,,,i,BSA.YOLO-46,DK,,2 cones,1.92,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,5,,,i,BSA.YOLO-46,DK,,cone + half sphere,56.94,,,,,,,,,,Length,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1352,cf. Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,2,2,19.7,,,i,BSA.YOLO-46,DK,,prolate spheroid,1180.95,,,,,,,,,,Length,19.7,17.2,22.2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10.7,9.3,12.0,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.7,,,i,BSA.YOLO-46,DK,,cone + half sphere,263.55,,,,,,,,,,Length,8.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,10:23,STTD,62.0,1,1.61%,0.0697,314.159,0.488225493,7,643.47,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,340,687,1,1,0.9,c,BSA.YOLO-46,DK,,sphere,0.11,0.18,0.11,0.27,0.18,0.27,0.38,0.38,0.18,0.27,Length,0.7,0.6,0.7,0.6,0.8,0.7,0.8,0.9,0.9,0.7,0.8,0.6,0.6,0.7,0.7,0.8,0.8,1.0,0.7,0.7,1.0,0.6,0.6,0.8,0.7,0.6
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,9.3,,,i,BSA.YOLO-47,DK,High Sediment.,elliptic prism,63.40,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,,5,5,36.5,,,c,BSA.YOLO-47,DK,High Sediment.,cylinder,392.45,,,,,,,,,,Length,36.5,35.2,37.0,34.2,35.2,40.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,19,19,5.9,,,i,BSA.YOLO-47,DK,High Sediment.,cylinder,106.62,,,,,,,,,,Length,3.9,4.6,5.6,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width ,5.9,9.3,9.3,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1860,Skeletonema cf.  potamos,Diatom,Skeletonema,potamos,,2,2,7.9,,,c,BSA.YOLO-47,DK,High Sediment.,cylinder + 2 half spheres,48.64,,,,,,,,,,Length,7.9,7.4,8.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,43,43,3.2,,,i,BSA.YOLO-47,DK,High Sediment.,sphere,17.16,,,,,,,,,,Length,3.2,3.7,4.6,2.4,2.8,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1085,cf. Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,2,14,4.4,,,c,BSA.YOLO-47,DK,High Sediment.,sphere,28.22,,,,,,,,,,Length,4.4,4.3,4.6,4.6,4.3,4.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.5,3.7,3.7,3.1,3.1,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,1,1,4.6,,,i,BSA.YOLO-47,DK,High Sediment.,ellipsoid,23.15,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1136,Monoraphidium griffithii,Soft Body,Monoraphidium,griffithii,,1,1,63,,,i,BSA.YOLO-47,DK,High Sediment.,2 cones,55.75,,,,,,,,,,Length,63.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,6.5,,,i,BSA.YOLO-47,DK,High Sediment.,2 cones,2.76,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,1,1,10.2,,,i,BSA.YOLO-47,DK,High Sediment.,2 cones,9.03,,,,,,,,,,Length,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,4,4,6.5,,,i,BSA.YOLO-47,DK,High Sediment.,prolate spheroid,106.73,,,,,,,,,,Length,6.5,7.4,5.6,4.6,8.3,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,6.5,5.6,4.6,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,16.8,,,i,BSA.YOLO-47,DK,High Sediment.,prolate spheroid,827.66,,,,,,,,,,Length,16.8,14.8,9.8,25.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.7,8.0,5.6,15.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,8.7,,,i,BSA.YOLO-47,DK,High Sediment.,cone + half sphere,257.60,,,,,,,,,,Length,8.7,8.0,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/25/2018,12:59,LIS,62.5,1,1.60%,0.0697,314.159,0.418478994,6,750.72,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,371,747,1,0.9,0.9,c,BSA.YOLO-47,DK,High Sediment.,sphere,0.18,0.18,0.11,0.27,0.38,0.27,0.38,0.11,0.11,0.18,Length,0.7,0.7,0.7,0.6,0.8,0.9,0.8,0.9,0.6,0.6,0.7,0.8,0.7,0.9,1.0,0.8,0.7,0.8,0.6,0.9,0.6,0.7,0.8,0.8,0.6,0.6
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.5,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,cylinder,194.39,,,,,,,,,,Length,4.4,3.7,5.6,3.7,4.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.5,5.6,9.3,5.6,9.3,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,31.5,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,prism on parallelogram,56.86,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,13,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,prism on parallelogram,34.32,,,,,,,,,,Length,13.0,18.5,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.2,2.4,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,60,60,3.5,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,sphere,22.45,,,,,,,,,,Length,3.5,3.7,3.7,3.1,2.8,4.3,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1085,cf. Dictyosphaerium sp.,Soft Body,Dictyosphaerium,sp.,,2,13,2.7,,,c,BSA.YOLO-48,DK,High sediment and low detritus.,sphere,10.31,,,,,,,,,,Length,2.7,2.8,2.8,2.8,2.8,2.4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.7,2.8,2.8,2.8,2.8,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,15.7,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,2 cones,6.66,,,,,,,,,,Length,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,6.5,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,2 cones,2.76,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1246,Sphaerocystis planctonica,Soft Body,Sphaerocystis,planctonica,,1,6,5.2,,,c,BSA.YOLO-48,DK,High sediment and low detritus.,sphere,73.62,,,,,,,,,,Length,5.2,5.6,5.6,5.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,7,7,5.7,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,cone + half sphere,89.31,,,,,,,,,,Length,5.7,5.6,6.1,6.1,5.0,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.8,4.3,6.1,5.0,5.0,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.YOLO-48,DK,High sediment and low detritus.,cone + half sphere,326.06,,,,,,,,,,Length,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,12:05,LIS,62.0,1,1.61%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,399,808,1,1,0.9,c,BSA.YOLO-48,DK,High sediment and low detritus.,sphere,0.27,0.38,0.38,0.27,0.18,0.18,0.11,0.11,0.11,0.27,Length,0.7,0.8,0.9,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.8,1.0,1.0,0.7,0.8,0.6,0.7,0.8,0.7,0.6,0.6,0.8,0.8,0.9,0.7,0.6
Phyto,5/1/2018,9:40,STTD,62.0,1,1.61%,0.0697,314.159,0.557971992,8,563.04,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,9,9,5.9,,,i,BSA.YOLO-49,DK,Moderate sediment.,cylinder,101.16,,,,,,,,,,Length,3.7,3.4,4.3,2.8,4.3,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.9,5.6,6.1,4.6,7.4,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,9:40,STTD,62.0,1,1.61%,0.0697,314.159,0.557971992,8,563.04,1860,Skeletonema cf. potamos,Diatom,Skeletonema,potamos,,2,2,7.4,,,c,BSA.YOLO-49,DK,Moderate sediment.,cylinder + 2 half spheres,55.85,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,9:40,STTD,62.0,1,1.61%,0.0697,314.159,0.557971992,8,563.04,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,62,62,3,,,i,BSA.YOLO-49,DK,Moderate sediment.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,3.7,2.4,3.7,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,9:40,STTD,62.0,1,1.61%,0.0697,314.159,0.557971992,8,563.04,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-49,DK,Moderate sediment.,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/1/2018,9:40,STTD,62.0,1,1.61%,0.0697,314.159,0.557971992,8,563.04,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,370,742,0.9,0.9,0.9,c,BSA.YOLO-49,DK,Moderate sediment.,sphere,0.11,0.27,0.18,0.27,0.38,0.38,0.18,0.27,0.18,0.11,Length,0.7,0.6,0.8,0.7,0.8,0.9,0.9,0.7,0.8,0.7,0.6,0.6,0.6,0.9,0.8,0.8,0.7,0.6,0.7,0.7,0.8,0.9,0.7,0.6,0.7,0.8
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,8.3,,,i,BSA.YOLO-50,DK,High sediment and low detritus. ,elliptic prism,37.55,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,5,5,7.8,,,i,BSA.YOLO-50,DK,High sediment and low detritus. ,cylinder,186.36,,,,,,,,,,Length,3.9,3.7,3.7,4.3,3.1,4.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.8,7.4,9.3,7.4,6.5,8.3,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,52,52,3.6,,,i,BSA.YOLO-50,DK,High sediment and low detritus. ,sphere,24.43,,,,,,,,,,Length,3.6,4.3,3.7,2.8,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,14.8,,,i,BSA.YOLO-50,DK,High sediment and low detritus. ,2 cones,6.28,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,6.8,,,i,BSA.YOLO-50,DK,High sediment and low detritus. ,2 cones,17.23,,,,,,,,,,Length,6.8,7.4,7.4,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.2,2.4,1.9,2.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,7,7,6,,,i,BSA.YOLO-50,DK,High sediment and low detritus. ,cone + half sphere,84.82,,,,,,,,,,Length,6.0,5.6,5.6,6.1,6.1,6.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.0,2.4,2.4,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,11:27,LIS,63.0,1,1.59%,0.0697,314.159,0.348732495,5,900.86,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,453,909,1,0.9,0.9,c,BSA.YOLO-50,DK,High sediment and low detritus. ,sphere,0.27,0.38,0.18,0.18,0.11,0.11,0.11,0.27,0.38,0.27,Length,0.7,0.8,0.9,0.7,0.7,0.6,0.6,0.6,0.8,0.9,0.8,1.0,0.9,0.7,0.6,0.8,0.7,0.6,0.6,0.9,0.8,0.6,0.7,0.8,0.7,0.6
Phyto,5/15/2018,9:24,STTD,63.5,1,1.57%,0.0697,314.159,0.348732495,5,900.86,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,6.5,,,i,BSA.YOLO-51,DK,High sediment and low detritus. ,cylinder,122.78,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,9:24,STTD,63.5,1,1.57%,0.0697,314.159,0.348732495,5,900.86,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,49,49,3.4,,,i,BSA.YOLO-51,DK,High sediment and low detritus. ,sphere,20.58,,,,,,,,,,Length,3.4,3.7,3.1,3.7,4.3,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,9:24,STTD,63.5,1,1.57%,0.0697,314.159,0.348732495,5,900.86,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,3,3,6.2,,,i,BSA.YOLO-51,DK,High sediment and low detritus. ,2 cones,4.67,,,,,,,,,,Length,6.2,5.6,7.4,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.2,0.9,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,5/15/2018,9:24,STTD,63.5,1,1.57%,0.0697,314.159,0.348732495,5,900.86,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,4,4,6.3,,,i,BSA.YOLO-51,DK,High sediment and low detritus. ,cone + half sphere,105.99,,,,,,,,,,Length,6.3,6.5,7.4,5.6,5.6,,,,,,,,,,,,,,,,,,,,,
