MethodCode,SampleDate,SampleTime,StationCode,Depth (ft),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:30,DI_SAV_2,,57.5,2,3.48%,0.0683,314.159,0.4781,7,328.55,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-95,CT,Moderate sediment and detritus. Many broken diatoms. ,cylinder,240.85,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:30,DI_SAV_2,,57.5,2,3.48%,0.0683,314.159,0.4781,7,328.55,458,Gomphonema parvulum,Diatom,Gomphonema,parvulum,,1,1,13,,,i,BSA.YOLO-95,CT,Moderate sediment and detritus. Many broken diatoms. ,gomphonemoid,303.70,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:30,DI_SAV_2,,57.5,2,3.48%,0.0683,314.159,0.4781,7,328.55,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,9.3,,,i,BSA.YOLO-95,CT,Girdle view. Moderate sediment and detritus. Many broken diatoms. ,gomphonemoid,242.82,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:30,DI_SAV_2,,57.5,2,3.48%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3.7,,,i,BSA.YOLO-95,CT,Moderate sediment and detritus. Many broken diatoms. ,sphere,11.49,,,,,,,,,,Length,2.8,2.8,1.9,2.8,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:30,DI_SAV_2,,57.5,2,3.48%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,433,873,0.8,0.8,0.8,c,BSA.YOLO-95,CT,Moderate sediment and detritus. Many broken diatoms. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/13/2018,14:35,DI-SAV-1,3,57.5,4,6.96%,0.0683,314.159,0.3415,5,229.98,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,20.4,,,i,BSA.YOLO-96,CT,Moderate sediment and detritus.,elliptic prism,657.33,,,,,,,,,,Length,19.5,18.5,20.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.6,10.2,13.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,14:35,DI-SAV-1,3,57.5,4,6.96%,0.0683,314.159,0.3415,5,229.98,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,5.6,,,i,BSA.YOLO-96,CT,Moderate sediment and detritus.,cylinder,64.19,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,14:35,DI-SAV-1,3,57.5,4,6.96%,0.0683,314.159,0.3415,5,229.98,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,4.6,,,i,BSA.YOLO-96,CT,Moderate sediment and detritus.,sphere,33.51,,,,,,,,,,Length,4.0,2.8,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,14:35,DI-SAV-1,3,57.5,4,6.96%,0.0683,314.159,0.3415,5,229.98,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,1,1,13,,,i,BSA.YOLO-96,CT,Moderate sediment and detritus.,cone + half sphere,902.58,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,14:35,DI-SAV-1,3,57.5,4,6.96%,0.0683,314.159,0.3415,5,229.98,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,409,824,0.8,0.8,0.8,c,BSA.YOLO-96,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/13/2018,14:35,DI-SAV-1,3,57.5,4,6.96%,0.0683,314.159,0.3415,5,229.98,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,6,0.9,,,c,BSA.YOLO-96,CT,Moderate sediment and detritus.,sphere,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,16:45,DI-SAV-2,,57.0,3,5.26%,0.0683,314.159,0.5464,8,191.65,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,,,i,BSA.YOLO-97,CT,Moderate sediment and detritus.,elliptic prism,896.72,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,16:45,DI-SAV-2,,57.0,3,5.26%,0.0683,314.159,0.5464,8,191.65,412,Geissleria decussis,Diatom,Geissleria,decussis,,1,1,20.4,,,i,BSA.YOLO-97,CT,Moderate sediment and detritus.,elliptic prism,385.33,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,16:45,DI-SAV-2,,57.0,3,5.26%,0.0683,314.159,0.5464,8,191.65,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.YOLO-97,CT,Moderate sediment and detritus.,prism on parallelogram,268.32,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,16:45,DI-SAV-2,,57.0,3,5.26%,0.0683,314.159,0.5464,8,191.65,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3.7,,,i,BSA.YOLO-97,CT,Moderate sediment and detritus.,sphere,11.49,,,,,,,,,,Length,2.8,3.7,1.9,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,16:45,DI-SAV-2,,57.0,3,5.26%,0.0683,314.159,0.5464,8,191.65,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,,,i,BSA.YOLO-97,CT,Moderate sediment and detritus.,prolate spheroid,26.52,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,16:45,DI-SAV-2,,57.0,3,5.26%,0.0683,314.159,0.5464,8,191.65,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,428,860,0.8,0.8,0.8,c,BSA.YOLO-97,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/13/2018,15:35,DI-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.6147,9,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,,,i,BSA.YOLO-98,CT,Moderate sediment and detritus.,sphere,8.18,,,,,,,,,,Length,2.5,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,15:35,DI-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.6147,9,255.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-98,CT,Moderate sediment and detritus.,cone + half sphere,538.68,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/13/2018,15:35,DI-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.6147,9,255.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,434,873,0.8,0.8,0.8,c,BSA.YOLO-98,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/16/2018,19:15,DI_WAT_1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3.7,,,i,BSA.YOLO-99,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,18.82,,,,,,,,,,Length,3.3,2.8,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,4/16/2018,19:15,DI_WAT_1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,13,,,i,BSA.YOLO-99,CT,Moderate sediment and detritus. Many broken diatoms.,2 cones,24.57,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/16/2018,19:15,DI_WAT_1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,450,902,0.8,0.8,0.8,c,BSA.YOLO-99,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/16/2018,19:15,DI_WAT_1,3,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,6,0.8,,,c,BSA.YOLO-99,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,0.27,,,,,,,,,,Length,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,16:40,DI-WAT-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,24.1,,,i,BSA.YOLO-100,CT,Degraded. Moderate sediment and detritus. Ciliates observed.,cymbelloid,373.43,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,16:40,DI-WAT-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,2.8,,,i,BSA.YOLO-100,CT,Moderate sediment and detritus. Ciliates observed.,sphere,6.37,,,,,,,,,,Length,2.3,1.9,2.8,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,3/14/2018,16:40,DI-WAT-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,437,876,0.8,0.8,0.8,c,BSA.YOLO-100,CT,Moderate sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/17/2018,19:45,DI_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,846,Planothidium sp.,Diatom,Planothidium,sp.,,1,1,9.3,,,i,BSA.YOLO-101,CT,Moderate sediment and detritus.,elliptic prism,124.32,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:45,DI_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,1,1,29.6,,,i,BSA.YOLO-101,CT,Moderate sediment and detritus.,2 cones,55.95,,,,,,,,,,Length,29.6,29.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/17/2018,19:45,DI_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,463,934,0.8,0.8,0.8,c,BSA.YOLO-101,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,4/17/2018,19:45,DI_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.4781,7,328.55,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,8,0.8,,,c,BSA.YOLO-101,CT,Moderate sediment and detritus.,sphere,0.27,,,,,,,,,,Length,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,14:43,LH-SAV-1,3,64.0,2,3.13%,0.0683,314.159,0.4781,7,328.55,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.6,,,i,BSA.YOLO-102,CT,Moderate sediment and detritus.,cylinder,61.49,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,14:43,LH-SAV-1,3,64.0,2,3.13%,0.0683,314.159,0.4781,7,328.55,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,3,,,i,BSA.YOLO-102,CT,Moderate sediment and detritus.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,3.7,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,14:43,LH-SAV-1,3,64.0,2,3.13%,0.0683,314.159,0.4781,7,328.55,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,4,4.6,,,c,BSA.YOLO-102,CT,Moderate sediment and detritus.,prolate spheroid,1.95,,,,,,,,,,Length,4.6,4.6,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,14:43,LH-SAV-1,3,64.0,2,3.13%,0.0683,314.159,0.4781,7,328.55,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,5,5,11.1,,,i,BSA.YOLO-102,CT,Moderate sediment and detritus.,cone + half sphere,376.88,,,,,,,,,,Length,9.7,9.3,9.3,11.1,9.3,9.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,14:43,LH-SAV-1,3,64.0,2,3.13%,0.0683,314.159,0.4781,7,328.55,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,419,841,0.8,0.8,0.8,c,BSA.YOLO-102,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/12/2018,15:15,FI-SAV-1,,62.5,4,6.40%,0.0697,314.159,0.418478994,6,187.68,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,8.3,,,i,BSA.YOLO-103,DK,Low sediment and moderate detritus. Many broken diatoms.,elliptic prism,37.55,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/12/2018,15:15,FI-SAV-1,,62.5,4,6.40%,0.0697,314.159,0.418478994,6,187.68,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.1,,,i,BSA.YOLO-103,DK,Low sediment and moderate detritus. Many broken diatoms.,cylinder,364.93,,,,,,,,,,Length,6.0,8.3,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.8,11.1,6.5,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/12/2018,15:15,FI-SAV-1,,62.5,4,6.40%,0.0697,314.159,0.418478994,6,187.68,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,29,29,4.3,,,i,BSA.YOLO-103,DK,Low sediment and moderate detritus. Many broken diatoms.,sphere,17.16,,,,,,,,,,Length,3.2,3.7,2.4,1.9,4.3,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,3/12/2018,15:15,FI-SAV-1,,62.5,4,6.40%,0.0697,314.159,0.418478994,6,187.68,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-103,DK,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,596.74,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,3/12/2018,15:15,FI-SAV-1,,62.5,4,6.40%,0.0697,314.159,0.418478994,6,187.68,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,8,8,7.4,,,i,BSA.YOLO-103,DK,Low sediment and moderate detritus. Many broken diatoms.,cone + half sphere,104.95,,,,,,,,,,Length,6.3,7.4,7.4,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.8,2.8,5.6,3.7,3.1,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,3/12/2018,15:15,FI-SAV-1,,62.5,4,6.40%,0.0697,314.159,0.418478994,6,187.68,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,392,795,0.9,0.9,0.9,c,BSA.YOLO-103,DK,Low sediment and moderate detritus. Many broken diatoms.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,4/10/2018,15:40,LH-SAV-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,18.5,,,i,BSA.YOLO-104,CT,Moderate sediment and detritus.,elliptic prism,698.89,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,15:40,LH-SAV-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,,,i,BSA.YOLO-104,CT,Moderate sediment and detritus.,prism on parallelogram,139.64,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,15:40,LH-SAV-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,4.6,,,i,BSA.YOLO-104,CT,Moderate sediment and detritus.,sphere,15.60,,,,,,,,,,Length,3.1,1.9,2.8,4.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,15:40,LH-SAV-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,,,i,BSA.YOLO-104,CT,Moderate sediment and detritus.,prolate spheroid,15.19,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,15:40,LH-SAV-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,,2,2,11.1,,,i,BSA.YOLO-104,CT,Moderate sediment and detritus.,cone + half sphere,596.74,,,,,,,,,,Length,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,4/10/2018,15:40,LH-SAV-2,,59.5,2,3.36%,0.0683,314.159,0.6147,9,255.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,432,864,0.8,0.8,0.8,c,BSA.YOLO-104,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,3/12/2018,15:40,FI_WAT_1,,62.5,3,4.80%,0.0697,314.159,0.418478994,6,250.24,44,Achnanthidium minutissimum,Diatom,Achnanthidium,minutissimum,,1,1,8.3,,,i,BSA.YOLO-105,DK,Moderate sediment.,elliptic prism,67.53,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
