,X,Station.Code,Date,Time,Classification,Organism,Count,Subsample,VolMeso,SubMeso,VolMicro,SubMicro,StartMeter,EndMeter,FlowMeterSpeed,CPUE
3279,3279,RD22,9/17/2019,12:59:00,Cyclopoids,Cyclopoid copepodid,52,1,80,1.5,80,5.4,918869,920245,Low,178.4237869
3274,3274,RD22,9/17/2019,12:59:00,Microzooplankton_Nauplii,Copepod nauplii,12,1,80,1.5,80,5.4,918869,920245,Low,11.43742224
3275,3275,RD22,9/17/2019,12:59:00,Microzooplankton_Nauplii,Ostracods,24,1,80,1.5,80,5.4,918869,920245,Low,22.87484448
3273,3273,RD22,9/17/2019,12:59:00,Microzooplankton_Nauplii,Rotifers,63,1,80,1.5,80,5.4,918869,920245,Low,60.04646675
3380,3380,RD22,10/1/2019,12:29:00,Calanoids,Arctodiaptomus dorsalis,3,1,64,6,64,28,917081,917775,Low,4.081874265
3381,3381,RD22,10/1/2019,12:29:00,Calanoids,Calanoid copepodid,13,1,64,6,64,28,917081,917775,Low,17.68812181
3388,3388,RD22,10/1/2019,12:29:00,Calanoids,Pseudodiaptomus forbesi adult,1,1,64,6,64,28,917081,917775,Low,1.360624755
3395,3395,RD22,10/1/2019,12:29:00,Cladocera,Alona,1,1,64,6,64,28,917081,917775,Low,1.360624755
3396,3396,RD22,10/1/2019,12:29:00,Cladocera,Alonella,1,1,64,6,64,28,917081,917775,Low,1.360624755
3398,3398,RD22,10/1/2019,12:29:00,Cladocera,Bosmina,7,1,64,6,64,28,917081,917775,Low,9.524373285
3400,3400,RD22,10/1/2019,12:29:00,Cladocera,Ceriodaphnia,54,1,64,6,64,28,917081,917775,Low,73.47373677
3401,3401,RD22,10/1/2019,12:29:00,Cladocera,Chydorus,1,1,64,6,64,28,917081,917775,Low,1.360624755
3403,3403,RD22,10/1/2019,12:29:00,Cladocera,Diaphanosoma,7,1,64,6,64,28,917081,917775,Low,9.524373285
3407,3407,RD22,10/1/2019,12:29:00,Cladocera,Ilyocryptus,2,1,64,6,64,28,917081,917775,Low,2.72124951
3408,3408,RD22,10/1/2019,12:29:00,Cladocera,Kurzia,7,1,64,6,64,28,917081,917775,Low,9.524373285
3411,3411,RD22,10/1/2019,12:29:00,Cladocera,Moina,5,1,64,6,64,28,917081,917775,Low,6.803123775
3416,3416,RD22,10/1/2019,12:29:00,Cladocera,Scapholeberis,1,1,64,6,64,28,917081,917775,Low,1.360624755
3418,3418,RD22,10/1/2019,12:29:00,Cladocera,Simocephalus,1,1,64,6,64,28,917081,917775,Low,1.360624755
3360,3360,RD22,10/1/2019,12:29:00,Cyclopoids,Cyclopoid copepodid,127,1,64,6,64,28,917081,917775,Low,172.7993439
3363,3363,RD22,10/1/2019,12:29:00,Cyclopoids,Eucyclops elegans,1,1,64,6,64,28,917081,917775,Low,1.360624755
3368,3368,RD22,10/1/2019,12:29:00,Cyclopoids,Macrocyclops albidus,3,1,64,6,64,28,917081,917775,Low,4.081874265
3355,3355,RD22,10/1/2019,12:29:00,Microzooplankton_Nauplii,Copepod nauplii,1,1,64,6,64,28,917081,917775,Low,0.291562447
3356,3356,RD22,10/1/2019,12:29:00,Microzooplankton_Nauplii,Ostracods,31,1,64,6,64,28,917081,917775,Low,9.038435872
3354,3354,RD22,10/1/2019,12:29:00,Microzooplankton_Nauplii,Rotifers,100,1,64,6,64,28,917081,917775,Low,29.15624475
3463,3463,RD22,10/15/2019,12:54:00,Calanoids,Calanoid copepodid,9,1,53,2,53,0.5,915359,916100,Low,28.49307298
3469,3469,RD22,10/15/2019,12:54:00,Calanoids,Osphranticum labronectum,1,1,53,2,53,0.5,915359,916100,Low,3.165896998
3477,3477,RD22,10/15/2019,12:54:00,Cladocera,Alona,4,1,53,2,53,0.5,915359,916100,Low,12.66358799
3478,3478,RD22,10/15/2019,12:54:00,Cladocera,Alonella,4,1,53,2,53,0.5,915359,916100,Low,12.66358799
3480,3480,RD22,10/15/2019,12:54:00,Cladocera,Bosmina,20,1,53,2,53,0.5,915359,916100,Low,63.31793995
3482,3482,RD22,10/15/2019,12:54:00,Cladocera,Ceriodaphnia,10,1,53,2,53,0.5,915359,916100,Low,31.65896998
3483,3483,RD22,10/15/2019,12:54:00,Cladocera,Chydorus,12,1,53,2,53,0.5,915359,916100,Low,37.99076397
3484,3484,RD22,10/15/2019,12:54:00,Cladocera,Daphnia,5,1,53,2,53,0.5,915359,916100,Low,15.82948499
3492,3492,RD22,10/15/2019,12:54:00,Cladocera,Macrothrix,1,1,53,2,53,0.5,915359,916100,Low,3.165896998
3493,3493,RD22,10/15/2019,12:54:00,Cladocera,Moina,17,1,53,2,53,0.5,915359,916100,Low,53.82024896
3442,3442,RD22,10/15/2019,12:54:00,Cyclopoids,Cyclopoid copepodid,217,1,53,2,53,0.5,915359,916100,Low,686.9996485
3445,3445,RD22,10/15/2019,12:54:00,Cyclopoids,Eucyclops,1,1,53,2,53,0.5,915359,916100,Low,3.165896998
3451,3451,RD22,10/15/2019,12:54:00,Cyclopoids,Microcyclops rubellus,2,1,53,2,53,0.5,915359,916100,Low,6.331793995
3501,3501,RD22,10/15/2019,12:54:00,Harpacticoids,Harpacticoids,2,1,53,2,53,0.5,915359,916100,Low,6.331793995
3437,3437,RD22,10/15/2019,12:54:00,Microzooplankton_Nauplii,Copepod nauplii,1,1,53,2,53,0.5,915359,916100,Low,12.66358799
3438,3438,RD22,10/15/2019,12:54:00,Microzooplankton_Nauplii,Ostracods,3,1,53,2,53,0.5,915359,916100,Low,37.99076397
3436,3436,RD22,10/15/2019,12:54:00,Microzooplankton_Nauplii,Rotifers,325,1,53,2,53,0.5,915359,916100,Low,4115.666097
2971,2971,RD22-DUP,8/6/2019,14:10:00,Calanoids,Calanoid copepodid,3,1,54,0.3,54,0.6,932727,934000,Low,37.55212096
2988,2988,RD22-DUP,8/6/2019,14:10:00,Cladocera,Bosmina,13,1,54,0.3,54,0.6,932727,934000,Low,162.7258575
2990,2990,RD22-DUP,8/6/2019,14:10:00,Cladocera,Ceriodaphnia,23,1,54,0.3,54,0.6,932727,934000,Low,287.899594
2992,2992,RD22-DUP,8/6/2019,14:10:00,Cladocera,Daphnia,39,1,54,0.3,54,0.6,932727,934000,Low,488.1775725
2993,2993,RD22-DUP,8/6/2019,14:10:00,Cladocera,Diaphanosoma,80,1,54,0.3,54,0.6,932727,934000,Low,1001.389892
2994,2994,RD22-DUP,8/6/2019,14:10:00,Cladocera,Disparalona,2,1,54,0.3,54,0.6,932727,934000,Low,25.03474731
2997,2997,RD22-DUP,8/6/2019,14:10:00,Cladocera,Ilyocryptus,8,1,54,0.3,54,0.6,932727,934000,Low,100.1389892
3001,3001,RD22-DUP,8/6/2019,14:10:00,Cladocera,Moina,25,1,54,0.3,54,0.6,932727,934000,Low,312.9343413
2950,2950,RD22-DUP,8/6/2019,14:10:00,Cyclopoids,Cyclopoid copepodid,14,1,54,0.3,54,0.6,932727,934000,Low,175.2432312
2966,2966,RD22-DUP,8/6/2019,14:10:00,Cyclopoids,Tropocyclops prasinus,6,1,54,0.3,54,0.6,932727,934000,Low,75.10424192
2944,2944,RD22-DUP,8/6/2019,14:10:00,Microzooplankton_Nauplii,Copepod nauplii,1,1,54,0.3,54,0.6,932727,934000,Low,6.258686827
2945,2945,RD22-DUP,8/6/2019,14:10:00,Microzooplankton_Nauplii,Ostracods,7,1,54,0.3,54,0.6,932727,934000,Low,43.81080779
2943,2943,RD22-DUP,8/6/2019,14:10:00,Microzooplankton_Nauplii,Rotifers,322,1,54,0.3,54,0.6,932727,934000,Low,2015.297158
3626,3626,RMB,8/6/2019,10:14:00,Calanoids,Calanoid copepodid,7,1,93,1.1,93,2.6,935359,936800,Low,36.35745185
3640,3640,RMB,8/6/2019,10:14:00,Cladocera,Alona,38,1,93,1.1,93,2.6,935359,936800,Low,197.3690243
3643,3643,RMB,8/6/2019,10:14:00,Cladocera,Bosmina,4,1,93,1.1,93,2.6,935359,936800,Low,20.77568677
3645,3645,RMB,8/6/2019,10:14:00,Cladocera,Ceriodaphnia,29,1,93,1.1,93,2.6,935359,936800,Low,150.6237291
3646,3646,RMB,8/6/2019,10:14:00,Cladocera,Chydorus,34,1,93,1.1,93,2.6,935359,936800,Low,176.5933376
3648,3648,RMB,8/6/2019,10:14:00,Cladocera,Diaphanosoma,3,1,93,1.1,93,2.6,935359,936800,Low,15.58176508
3649,3649,RMB,8/6/2019,10:14:00,Cladocera,Disparalona,31,1,93,1.1,93,2.6,935359,936800,Low,161.0115725
3652,3652,RMB,8/6/2019,10:14:00,Cladocera,Ilyocryptus,2,1,93,1.1,93,2.6,935359,936800,Low,10.38784339
3658,3658,RMB,8/6/2019,10:14:00,Cladocera,Picripleuroxus,1,1,93,1.1,93,2.6,935359,936800,Low,5.193921693
3662,3662,RMB,8/6/2019,10:14:00,Cladocera,Sida,10,1,93,1.1,93,2.6,935359,936800,Low,51.93921693
3663,3663,RMB,8/6/2019,10:14:00,Cladocera,Simocephalus,2,1,93,1.1,93,2.6,935359,936800,Low,10.38784339
3603,3603,RMB,8/6/2019,10:14:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,93,1.1,93,2.6,935359,936800,Low,5.193921693
3606,3606,RMB,8/6/2019,10:14:00,Cyclopoids,Cyclopoid copepodid,61,1,93,1.1,93,2.6,935359,936800,Low,316.8292233
3615,3615,RMB,8/6/2019,10:14:00,Cyclopoids,Microcyclops rubellus,10,1,93,1.1,93,2.6,935359,936800,Low,51.93921693
3602,3602,RMB,8/6/2019,10:14:00,Microzooplankton_Nauplii,Ostracods,95,1,93,1.1,93,2.6,935359,936800,Low,208.7556988
3600,3600,RMB,8/6/2019,10:14:00,Microzooplankton_Nauplii,Rotifers,234,1,93,1.1,93,2.6,935359,936800,Low,514.1982476
3723,3723,RMB,8/20/2019,10:30:00,Cladocera,Alona,14,1,85,3.4,85,3.4,889778,890492,Low,43.39492555
3726,3726,RMB,8/20/2019,10:30:00,Cladocera,Bosmina,28,1,85,3.4,85,3.4,889778,890492,Low,86.7898511
3728,3728,RMB,8/20/2019,10:30:00,Cladocera,Ceriodaphnia,72,1,85,3.4,85,3.4,889778,890492,Low,223.1739028
3729,3729,RMB,8/20/2019,10:30:00,Cladocera,Chydorus,7,1,85,3.4,85,3.4,889778,890492,Low,21.69746277
3731,3731,RMB,8/20/2019,10:30:00,Cladocera,Diaphanosoma,5,1,85,3.4,85,3.4,889778,890492,Low,15.4981877
3735,3735,RMB,8/20/2019,10:30:00,Cladocera,Ilyocryptus,18,1,85,3.4,85,3.4,889778,890492,Low,55.79347571
3736,3736,RMB,8/20/2019,10:30:00,Cladocera,Kurzia,2,1,85,3.4,85,3.4,889778,890492,Low,6.199275078
3742,3742,RMB,8/20/2019,10:30:00,Cladocera,Pleuroxus,8,1,85,3.4,85,3.4,889778,890492,Low,24.79710031
3685,3685,RMB,8/20/2019,10:30:00,Cyclopoids,Acanthocyclops vernalis adult,2,1,85,3.4,85,3.4,889778,890492,Low,6.199275078
3688,3688,RMB,8/20/2019,10:30:00,Cyclopoids,Cyclopoid copepodid,39,1,85,3.4,85,3.4,889778,890492,Low,120.885864
3696,3696,RMB,8/20/2019,10:30:00,Cyclopoids,Macrocyclops albidus,6,2,85,3.4,85,3.4,889778,890492,Low,9.298912618
3698,3698,RMB,8/20/2019,10:30:00,Cyclopoids,Microcyclops rubellus,5,1,85,3.4,85,3.4,889778,890492,Low,15.4981877
3682,3682,RMB,8/20/2019,10:30:00,Microzooplankton_Nauplii,Copepod nauplii,6,1,85,3.4,85,3.4,889778,890492,Low,18.59782524
3683,3683,RMB,8/20/2019,10:30:00,Microzooplankton_Nauplii,Ostracods,6,1,85,3.4,85,3.4,889778,890492,Low,18.59782524
3681,3681,RMB,8/20/2019,10:30:00,Microzooplankton_Nauplii,Rotifers,45,1,85,3.4,85,3.4,889778,890492,Low,139.4836893
3806,3806,RMB,9/3/2019,9:24:00,Cladocera,Alona,5,1,221,1.4,221,1.4,928616,930000,Low,50.48557038
3809,3809,RMB,9/3/2019,9:24:00,Cladocera,Bosmina,2,1,221,1.4,221,1.4,928616,930000,Low,20.19422815
3811,3811,RMB,9/3/2019,9:24:00,Cladocera,Ceriodaphnia,58,1,221,1.4,221,1.4,928616,930000,Low,585.6326164
3812,3812,RMB,9/3/2019,9:24:00,Cladocera,Chydorus,2,1,221,1.4,221,1.4,928616,930000,Low,20.19422815
3814,3814,RMB,9/3/2019,9:24:00,Cladocera,Diaphanosoma,1,1,221,1.4,221,1.4,928616,930000,Low,10.09711408
3818,3818,RMB,9/3/2019,9:24:00,Cladocera,Ilyocryptus,10,1,221,1.4,221,1.4,928616,930000,Low,100.9711408
3822,3822,RMB,9/3/2019,9:24:00,Cladocera,Moina,1,1,221,1.4,221,1.4,928616,930000,Low,10.09711408
3825,3825,RMB,9/3/2019,9:24:00,Cladocera,Pleuroxus,3,1,221,1.4,221,1.4,928616,930000,Low,30.29134223
3779,3779,RMB,9/3/2019,9:24:00,Cyclopoids,Mesocyclops edax,2,1,221,1.4,221,1.4,928616,930000,Low,20.19422815
3780,3780,RMB,9/3/2019,9:24:00,Cyclopoids,Microcyclops rubellus,2,1,221,1.4,221,1.4,928616,930000,Low,20.19422815
3765,3765,RMB,9/3/2019,9:24:00,Microzooplankton_Nauplii,Copepod nauplii,3,1,221,1.4,221,1.4,928616,930000,Low,30.29134223
3766,3766,RMB,9/3/2019,9:24:00,Microzooplankton_Nauplii,Ostracods,15,1,221,1.4,221,1.4,928616,930000,Low,151.4567111
3764,3764,RMB,9/3/2019,9:24:00,Microzooplankton_Nauplii,Rotifers,36,1,221,1.4,221,1.4,928616,930000,Low,363.4961067
3873,3873,RMB,9/17/2019,9:17:00,Calanoids,Arctodiaptomus dorsalis,1,1,40,0.4,40,7.4,923913,925078,Low,7.598768079
3888,3888,RMB,9/17/2019,9:17:00,Cladocera,Alona,4,1,40,0.4,40,7.4,923913,925078,Low,30.39507232
3892,3892,RMB,9/17/2019,9:17:00,Cladocera,Ceriodaphnia,169,1,40,0.4,40,7.4,923913,925078,Low,1284.191805
3900,3900,RMB,9/17/2019,9:17:00,Cladocera,Kurzia,5,1,40,0.4,40,7.4,923913,925078,Low,37.99384039
3903,3903,RMB,9/17/2019,9:17:00,Cladocera,Moina,10,1,40,0.4,40,7.4,923913,925078,Low,75.98768079
3853,3853,RMB,9/17/2019,9:17:00,Cyclopoids,Cyclopoid copepodid,30,1,40,0.4,40,7.4,923913,925078,Low,227.9630424
3856,3856,RMB,9/17/2019,9:17:00,Cyclopoids,Eucyclops pectinifer,9,1,40,0.4,40,7.4,923913,925078,Low,68.38891271
3863,3863,RMB,9/17/2019,9:17:00,Cyclopoids,Microcyclops rubellus,9,1,40,0.4,40,7.4,923913,925078,Low,68.38891271
3848,3848,RMB,9/17/2019,9:17:00,Microzooplankton_Nauplii,Copepod nauplii,6,1,40,0.4,40,7.4,923913,925078,Low,2.464465323
3849,3849,RMB,9/17/2019,9:17:00,Microzooplankton_Nauplii,Ostracods,7,1,40,0.4,40,7.4,923913,925078,Low,2.875209543
3847,3847,RMB,9/17/2019,9:17:00,Microzooplankton_Nauplii,Rotifers,18,1,40,0.4,40,7.4,923913,925078,Low,7.393395969
3954,3954,RMB,10/1/2019,8:56:00,Calanoids,Calanoid copepodid,3,1,49,1,49,3,918486,918832,Low,37.61060773
3971,3971,RMB,10/1/2019,8:56:00,Cladocera,Bosmina,6,1,49,1,49,3,918486,918832,Low,75.22121545
3973,3973,RMB,10/1/2019,8:56:00,Cladocera,Ceriodaphnia,6,1,49,1,49,3,918486,918832,Low,75.22121545
3974,3974,RMB,10/1/2019,8:56:00,Cladocera,Chydorus,3,1,49,1,49,3,918486,918832,Low,37.61060773
3976,3976,RMB,10/1/2019,8:56:00,Cladocera,Diaphanosoma,1,1,49,1,49,3,918486,918832,Low,12.53686924
3977,3977,RMB,10/1/2019,8:56:00,Cladocera,Disparalona,1,1,49,1,49,3,918486,918832,Low,12.53686924
3980,3980,RMB,10/1/2019,8:56:00,Cladocera,Ilyocryptus,3,1,49,1,49,3,918486,918832,Low,37.61060773
3930,3930,RMB,10/1/2019,8:56:00,Cyclopoids,Acanthocyclops vernalis adult,3,1,49,1,49,3,918486,918832,Low,37.61060773
3933,3933,RMB,10/1/2019,8:56:00,Cyclopoids,Cyclopoid copepodid,176,1,49,1,49,3,918486,918832,Low,2206.488987
3942,3942,RMB,10/1/2019,8:56:00,Cyclopoids,Microcyclops rubellus,3,1,49,1,49,3,918486,918832,Low,37.61060773
3928,3928,RMB,10/1/2019,8:56:00,Microzooplankton_Nauplii,Copepod nauplii,21,1,49,1,49,3,918486,918832,Low,87.7580847
3929,3929,RMB,10/1/2019,8:56:00,Microzooplankton_Nauplii,Ostracods,1,1,49,1,49,3,918486,918832,Low,4.178956414
3927,3927,RMB,10/1/2019,8:56:00,Microzooplankton_Nauplii,Rotifers,282,1,49,1,49,3,918486,918832,Low,1178.465709
4035,4035,RMB,10/15/2019,9:20:00,Calanoids,Calanoid copepodid,1,1,44,0.7,44,0.09,916723,917000,Low,20.08833686
4054,4054,RMB,10/15/2019,9:20:00,Cladocera,Ceriodaphnia,1,1,44,0.7,44,0.09,916723,917000,Low,20.08833686
4055,4055,RMB,10/15/2019,9:20:00,Cladocera,Chydorus,107,1,44,0.7,44,0.09,916723,917000,Low,2149.452044
4058,4058,RMB,10/15/2019,9:20:00,Cladocera,Disparalona,2,1,44,0.7,44,0.09,916723,917000,Low,40.17667372
4065,4065,RMB,10/15/2019,9:20:00,Cladocera,Moina,2,1,44,0.7,44,0.09,916723,917000,Low,40.17667372
4068,4068,RMB,10/15/2019,9:20:00,Cladocera,Pleuroxus,1,1,44,0.7,44,0.09,916723,917000,Low,20.08833686
4012,4012,RMB,10/15/2019,9:20:00,Cyclopoids,Acanthocyclops vernalis adult,4,1,44,0.7,44,0.09,916723,917000,Low,80.35334744
4015,4015,RMB,10/15/2019,9:20:00,Cyclopoids,Cyclopoid copepodid,83,1,44,0.7,44,0.09,916723,917000,Low,1667.331959
4018,4018,RMB,10/15/2019,9:20:00,Cyclopoids,Eucyclops,3,1,44,0.7,44,0.09,916723,917000,Low,60.26501058
4024,4024,RMB,10/15/2019,9:20:00,Cyclopoids,Microcyclops rubellus,3,1,44,0.7,44,0.09,916723,917000,Low,60.26501058
4010,4010,RMB,10/15/2019,9:20:00,Microzooplankton_Nauplii,Copepod nauplii,3,1,44,0.7,44,0.09,916723,917000,Low,468.7278601
4009,4009,RMB,10/15/2019,9:20:00,Microzooplankton_Nauplii,Rotifers,323,1,44,0.7,44,0.09,916723,917000,Low,50466.36627
3545,3545,RMB-DUP,10/1/2019,9:19:00,Calanoids,Calanoid copepodid,3,1,37,0.6,37,2,918055,918482,Low,38.35420352
3562,3562,RMB-DUP,10/1/2019,9:19:00,Cladocera,Bosmina,8,1,37,0.6,37,2,918055,918482,Low,102.277876
3564,3564,RMB-DUP,10/1/2019,9:19:00,Cladocera,Ceriodaphnia,8,1,37,0.6,37,2,918055,918482,Low,102.277876
3565,3565,RMB-DUP,10/1/2019,9:19:00,Cladocera,Chydorus,3,1,37,0.6,37,2,918055,918482,Low,38.35420352
3571,3571,RMB-DUP,10/1/2019,9:19:00,Cladocera,Ilyocryptus,6,1,37,0.6,37,2,918055,918482,Low,76.70840704
3575,3575,RMB-DUP,10/1/2019,9:19:00,Cladocera,Moina,2,1,37,0.6,37,2,918055,918482,Low,25.56946901
3578,3578,RMB-DUP,10/1/2019,9:19:00,Cladocera,Pleuroxus,1,1,37,0.6,37,2,918055,918482,Low,12.78473451
3582,3582,RMB-DUP,10/1/2019,9:19:00,Cladocera,Simocephalus,2,1,37,0.6,37,2,918055,918482,Low,25.56946901
3524,3524,RMB-DUP,10/1/2019,9:19:00,Cyclopoids,Cyclopoid copepodid,179,1,37,0.6,37,2,918055,918482,Low,2288.467477
3527,3527,RMB-DUP,10/1/2019,9:19:00,Cyclopoids,Eucyclops elegans,2,1,37,0.6,37,2,918055,918482,Low,25.56946901
3539,3539,RMB-DUP,10/1/2019,9:19:00,Cyclopoids,Paracyclops chiltoni,2,1,37,0.6,37,2,918055,918482,Low,25.56946901
3519,3519,RMB-DUP,10/1/2019,9:19:00,Microzooplankton_Nauplii,Copepod nauplii,18,1,37,0.6,37,2,918055,918482,Low,69.03756633
3518,3518,RMB-DUP,10/1/2019,9:19:00,Microzooplankton_Nauplii,Rotifers,361,1,37,0.6,37,2,918055,918482,Low,1384.586747
4198,4198,RVB,8/7/2019,9:36:00,Calanoids,Calanoid copepodid,270,1,58,0.2,58,3.1,996490,1000000,Low,1974.80292
4205,4205,RVB,8/7/2019,9:36:00,Calanoids,Pseudodiaptomus forbesi adult,106,1,58,0.2,58,3.1,996490,1000000,Low,775.2929981
4215,4215,RVB,8/7/2019,9:36:00,Cladocera,Bosmina,2,1,58,0.2,58,3.1,996490,1000000,Low,14.62816977
4217,4217,RVB,8/7/2019,9:36:00,Cladocera,Ceriodaphnia,1,1,58,0.2,58,3.1,996490,1000000,Low,7.314084887
4220,4220,RVB,8/7/2019,9:36:00,Cladocera,Diaphanosoma,1,1,58,0.2,58,3.1,996490,1000000,Low,7.314084887
4178,4178,RVB,8/7/2019,9:36:00,Cyclopoids,Cyclopoid copepodid,1,1,58,0.2,58,3.1,996490,1000000,Low,7.314084887
4172,4172,RVB,8/7/2019,9:36:00,Microzooplankton_Nauplii,Copepod nauplii,5,1,58,0.2,58,3.1,996490,1000000,Low,2.359382222
4173,4173,RVB,8/7/2019,9:36:00,Microzooplankton_Nauplii,Ostracods,6,1,58,0.2,58,3.1,996490,1000000,Low,2.831258666
4171,4171,RVB,8/7/2019,9:36:00,Microzooplankton_Nauplii,Rotifers,13,1,58,0.2,58,3.1,996490,1000000,Low,6.134393776
4280,4280,RVB,8/21/2019,9:30:00,Calanoids,Calanoid copepodid,237,1,46,0.3,46,6.2,946615,950200,Low,897.3562211
4287,4287,RVB,8/21/2019,9:30:00,Calanoids,Pseudodiaptomus forbesi adult,8,1,46,0.3,46,6.2,946615,950200,Low,30.29050535
4297,4297,RVB,8/21/2019,9:30:00,Cladocera,Bosmina,5,1,46,0.3,46,6.2,946615,950200,Low,18.93156585
4257,4257,RVB,8/21/2019,9:30:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,46,0.3,46,6.2,946615,950200,Low,3.786313169
4260,4260,RVB,8/21/2019,9:30:00,Cyclopoids,Cyclopoid copepodid,2,1,46,0.3,46,6.2,946615,950200,Low,7.572626338
4254,4254,RVB,8/21/2019,9:30:00,Microzooplankton_Nauplii,Copepod nauplii,184,1,46,0.3,46,6.2,946615,950200,Low,33.71040112
4255,4255,RVB,8/21/2019,9:30:00,Microzooplankton_Nauplii,Ostracods,24,1,46,0.3,46,6.2,946615,950200,Low,4.397008842
4253,4253,RVB,8/21/2019,9:30:00,Microzooplankton_Nauplii,Rotifers,114,1,46,0.3,46,6.2,946615,950200,Low,20.885792
4362,4362,RVB,9/4/2019,9:40:00,Calanoids,Calanoid copepodid,189,1,54,0.3,54,8,855541,859100,Low,846.2047061
4369,4369,RVB,9/4/2019,9:40:00,Calanoids,Pseudodiaptomus forbesi adult,4,1,54,0.3,54,8,855541,859100,Low,17.90909431
4379,4379,RVB,9/4/2019,9:40:00,Cladocera,Bosmina,4,1,54,0.3,54,8,855541,859100,Low,17.90909431
4380,4380,RVB,9/4/2019,9:40:00,Cladocera,Camptocercus,1,1,54,0.3,54,8,855541,859100,Low,4.477273577
4383,4383,RVB,9/4/2019,9:40:00,Cladocera,Daphnia,1,1,54,0.3,54,8,855541,859100,Low,4.477273577
4392,4392,RVB,9/4/2019,9:40:00,Cladocera,Moina,1,1,54,0.3,54,8,855541,859100,Low,4.477273577
4342,4342,RVB,9/4/2019,9:40:00,Cyclopoids,Cyclopoid copepodid,1,1,54,0.3,54,8,855541,859100,Low,4.477273577
4337,4337,RVB,9/4/2019,9:40:00,Microzooplankton_Nauplii,Copepod nauplii,68,1,54,0.3,54,8,855541,859100,Low,11.41704762
4338,4338,RVB,9/4/2019,9:40:00,Microzooplankton_Nauplii,Ostracods,20,1,54,0.3,54,8,855541,859100,Low,3.357955183
4335,4335,RVB,9/4/2019,9:40:00,Microzooplankton_Nauplii,Rotifers,100,1,54,0.3,54,8,855541,859100,Low,16.78977591
4443,4443,RVB,9/18/2019,9:01:00,Calanoids,Calanoid copepodid,141,1,54,0.6,54,27,810014,813800,Low,296.7222595
4450,4450,RVB,9/18/2019,9:01:00,Calanoids,Pseudodiaptomus forbesi adult,20,1,54,0.6,54,27,810014,813800,Low,42.08826376
4460,4460,RVB,9/18/2019,9:01:00,Cladocera,Bosmina,6,1,54,0.6,54,27,810014,813800,Low,12.62647913
4461,4461,RVB,9/18/2019,9:01:00,Cladocera,Camptocercus,1,1,54,0.6,54,27,810014,813800,Low,2.104413188
4462,4462,RVB,9/18/2019,9:01:00,Cladocera,Ceriodaphnia,1,1,54,0.6,54,27,810014,813800,Low,2.104413188
4463,4463,RVB,9/18/2019,9:01:00,Cladocera,Chydorus,2,1,54,0.6,54,27,810014,813800,Low,4.208826376
4473,4473,RVB,9/18/2019,9:01:00,Cladocera,Moina,29,1,54,0.6,54,27,810014,813800,Low,61.02798246
4423,4423,RVB,9/18/2019,9:01:00,Cyclopoids,Cyclopoid copepodid,17,1,54,0.6,54,27,810014,813800,Low,35.7750242
4418,4418,RVB,9/18/2019,9:01:00,Microzooplankton_Nauplii,Copepod nauplii,15,1,54,0.6,54,27,810014,813800,Low,0.701471063
4419,4419,RVB,9/18/2019,9:01:00,Microzooplankton_Nauplii,Ostracods,45,1,54,0.6,54,27,810014,813800,Low,2.104413188
4417,4417,RVB,9/18/2019,9:01:00,Microzooplankton_Nauplii,Rotifers,87,1,54,0.6,54,27,810014,813800,Low,4.068532164
4523,4523,RVB,10/2/2019,9:17:00,Calanoids,Acartiella sinensis,4,1,46,2.5,46,46,776776,780391,Low,1.802347912
4524,4524,RVB,10/2/2019,9:17:00,Calanoids,Calanoid copepodid,164,1,46,2.5,46,46,776776,780391,Low,73.89626439
4531,4531,RVB,10/2/2019,9:17:00,Calanoids,Pseudodiaptomus forbesi adult,3,1,46,2.5,46,46,776776,780391,Low,1.351760934
4538,4538,RVB,10/2/2019,9:17:00,Cladocera,Alona,3,1,46,2.5,46,46,776776,780391,Low,1.351760934
4539,4539,RVB,10/2/2019,9:17:00,Cladocera,Alonella,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
4541,4541,RVB,10/2/2019,9:17:00,Cladocera,Bosmina,4,1,46,2.5,46,46,776776,780391,Low,1.802347912
4542,4542,RVB,10/2/2019,9:17:00,Cladocera,Camptocercus,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
4543,4543,RVB,10/2/2019,9:17:00,Cladocera,Ceriodaphnia,2,1,46,2.5,46,46,776776,780391,Low,0.901173956
4548,4548,RVB,10/2/2019,9:17:00,Cladocera,Eurycercus,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
4549,4549,RVB,10/2/2019,9:17:00,Cladocera,Graptoleberis,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
4551,4551,RVB,10/2/2019,9:17:00,Cladocera,Kurzia,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
4555,4555,RVB,10/2/2019,9:17:00,Cladocera,Monospilus,6,1,46,2.5,46,46,776776,780391,Low,2.703521868
4561,4561,RVB,10/2/2019,9:17:00,Cladocera,Simocephalus,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
4501,4501,RVB,10/2/2019,9:17:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,46,2.5,46,46,776776,780391,Low,0.450586978
