Experiment,Location,Date,Cage ID,Tag,Fullness,Digestion,Total Contents Weight,Prey Taxa,LH Stage,Count,Taxa Weight,Comments
Cage Prototypes,RIVERS,2/25/2019,F,RI06,4,5,0.0041,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RI06,4,5,0.0041,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,F,RI06,4,5,0.0041,Daphnia sp.,undetermined,15,,
Cage Prototypes,RIVERS,2/25/2019,F,RI06,4,5,0.0041,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Simocephalus sp.,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Chydorus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Daphnia sp.,undetermined,10,,
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Cladocera,undetermined,7,,"Very digested, number comes from counting eyes"
Cage Prototypes,RIVERS,2/25/2019,F,RK46,4,4,0.0035,Crangonyx sp. ,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RJ50,4,5,0.0045,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RJ50,4,5,0.0045,Acanthocyclops sp.,adult,4,,
Cage Prototypes,RIVERS,2/25/2019,F,RJ50,4,5,0.0045,Daphnia sp.,undetermined,18,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Simocephalus sp.,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Acanthocyclops sp.,adult,18,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Acanthocyclops sp.,copepodid,8,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Daphnia sp.,undetermined,17,,
Cage Prototypes,RIVERS,2/25/2019,B,RI65,4,5,0.0057,Macrocyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Simocephalus sp.,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Acanthocyclops sp.,adult,6,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Acanthocyclops sp.,copepodid,7,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Daphnia sp.,undetermined,27,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI84,4,5,0.0063,Insecta,adult,1,,too digested to ID further
Cage Prototypes,RIVERS,2/25/2019,B,RN90,2,5,0,Daphnia sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RN90,2,5,0,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RN90,2,5,0,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RN90,2,5,0,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA34,4,4,0.0057,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA34,4,4,0.0057,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA34,4,4,0.0057,Cladocera,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,A,RA34,4,4,0.0057,Daphnia sp.,undetermined,14,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Simocephalus sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Osphranticum labronectum,adult,2,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Acanthocyclops sp.,adult,5,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Acanthocyclops sp.,copepodid,6,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Daphnia sp.,undetermined,17,,
Cage Prototypes,RIVERS,2/25/2019,A,RN82,4,5,0.0034,Diacyclops thomasi,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Simocephalus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Insecta,larva,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Acanthocyclops sp.,adult,7,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Acanthocyclops sp.,copepodid,3,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Chydorus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Daphnia sp.,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,B,RD03,4,4,0.005,Cladocera,undetermined,8,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Acari,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Simocephalus sp.,undetermined,8,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Daphnia sp.,undetermined,20,,
Cage Prototypes,RIVERS,2/25/2019,A,RD84,4,5,0.0049,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Hyallela azteca,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Diaptomidae,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Sida sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Acanthocyclops sp.,adult,4,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Acanthocyclops sp.,copepodid,4,,
Cage Prototypes,RIVERS,2/25/2019,A,RL75,4,5,0.0033,Daphnia sp.,undetermined,13,,
Cage Prototypes,RIVERS,2/25/2019,A,RK80,4,5,0.0035,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,A,RK80,4,5,0.0035,Daphnia sp.,undetermined,15,,
Cage Prototypes,RIVERS,2/25/2019,C,RN49,4,5,0.0021,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RN49,4,5,0.0021,Acanthocyclops sp.,adult,6,,
Cage Prototypes,RIVERS,2/25/2019,C,RN49,4,5,0.0021,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,C,RN49,4,5,0.0021,Daphnia sp.,undetermined,10,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Acanthocyclops sp.,adult,6,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Acanthocyclops sp.,copepodid,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Cyclopoida,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Daphnia sp.,undetermined,14,,
Cage Prototypes,RIVERS,2/25/2019,C,RN71,4,4,0.0036,Gammaridea,undetermined,1 maybe 2,,"too digested, possibly more than one animal"
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Sida sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Simocephalus sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Eucyclops sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Mesocyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Acanthocyclops sp.,adult,12,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Acanthocyclops sp.,copepodid,15,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Chydorus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Calanoida,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Daphnia sp.,undetermined,24,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RH59,5,5,0.0059,Crangonyx sp. ,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Chironomidae,larva,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Acanthocyclops sp.,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Acanthocyclops sp.,copepodid,32,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Eurytemora affinis,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Eurytemora affinis,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Sinocalanus doerrii,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Bosmina sp.,undetermined,18,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Chydorus sp.,undetermined,9,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Calanoida,copepodid,11,,Counted heads
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Cyclopoida,copepodid,31,,Counted heads
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC21,4,4,0.0019,Cladocera,undetermined,5,,too digested to ID further
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Eurycercus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Diaptomidae,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Acanthocyclops sp.,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Acanthocyclops sp.,copepodid,32,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Eurytemora affinis,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Eurytemora affinis,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Sinocalanus doerrii,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Bosmina sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Chydorus sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Calanoida,copepodid,10,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Cyclopoida,copepodid,16,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Daphnia sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RG36,4,5,0.0026,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RC48,4,4,0.004,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RC48,4,4,0.004,Daphnia sp.,undetermined,15,,
Cage Prototypes,RIVERS,2/25/2019,C,RC48,4,4,0.004,Cladocera,undetermined,7,,
Cage Prototypes,RIVERS,2/25/2019,F,RI53,4,5,0.005,Crangonyx sp. ,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RI53,4,5,0.005,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RI53,4,5,0.005,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,F,RI53,4,5,0.005,Daphnia sp.,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,A,OO59,3,5,0.0025,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,OO59,3,5,0.0025,Daphnia sp.,undetermined,14,,
Cage Prototypes,RIVERS,2/25/2019,A,OO59,3,5,0.0025,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RK61,4,5,0.0041,Simocephalus sp.,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,A,RK61,4,5,0.0041,Chironomidae,larva,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RK61,4,5,0.0041,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RK61,4,5,0.0041,Acanthocyclops sp.,copepodid,3,,
Cage Prototypes,RIVERS,2/25/2019,A,RK61,4,5,0.0041,Daphnia sp.,undetermined,21,,
Cage Prototypes,RIVERS,2/25/2019,A,RK61,4,5,0.0041,Sida sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Chironomidae,larva,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Eucyclops sp.,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Scapholeberis sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Acanthocyclops sp.,adult,10,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Acanthocyclops sp.,copepodid,8,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Daphnia sp.,undetermined,9,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Cyclopoida,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RG46,4,5,0.0045,Cladocera,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ77,3,5,0.0015,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ77,3,5,0.0015,Daphnia sp.,undetermined,7,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ77,3,5,0.0015,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RG63,3,5,0.0006,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RG63,3,5,0.0006,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RG63,3,5,0.0006,Daphnia sp.,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,C,RG63,3,5,0.0006,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RC18,4,5,0.0046,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RC18,4,5,0.0046,Hyallela azteca,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RC18,4,5,0.0046,Daphnia sp.,undetermined,27,,
Cage Prototypes,RIVERS,2/25/2019,F,RC18,4,5,0.0046,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RC18,4,5,0.0046,Acanthocyclops sp.,adult,5,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Simocephalus sp.,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Acanthocyclops sp.,adult,6,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Acanthocyclops sp.,copepodid,12,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Chydorus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Daphnia sp.,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,B,RA74,4,5,0.0032,Cladocera,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,F,RJ23,4,5,0.0031,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,F,RJ23,4,5,0.0031,Daphnia sp.,undetermined,12,,
Cage Prototypes,RIVERS,2/25/2019,B,RN27,4,5,0.0032,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RN27,4,5,0.0032,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RN27,4,5,0.0032,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RN27,4,5,0.0032,Daphnia sp.,undetermined,13,,
Cage Prototypes,RIVERS,2/25/2019,A,RL03,4,5,0.0031,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,A,RL03,4,5,0.0031,Daphnia sp.,undetermined,10,,
Cage Prototypes,RIVERS,2/25/2019,A,RL03,4,5,0.0031,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,A,RL03,4,5,0.0031,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,A,RL03,4,5,0.0031,Cyclopoida,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA72,4,5,0.0018,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA72,4,5,0.0018,Acanthocyclops sp.,adult,6,,
Cage Prototypes,RIVERS,2/25/2019,A,RA72,4,5,0.0018,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA72,4,5,0.0018,Chydorus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA72,4,5,0.0018,Daphnia sp.,undetermined,14,,
Cage Prototypes,RIVERS,2/25/2019,B,RC37,4,5,0.0056,Chironomidae,larva,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RC37,4,5,0.0056,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RC37,4,5,0.0056,Crangonyx sp. ,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RC37,4,5,0.0056,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,B,RC37,4,5,0.0056,Daphnia sp.,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,B,RC37,4,5,0.0056,Cladocera,undetermined,10,,
Cage Prototypes,RIVERS,2/25/2019,A,RA76,4,5,0.004,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA76,4,5,0.004,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,A,RA76,4,5,0.004,Daphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,A,RA76,4,5,0.004,Cladocera,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Cladocera,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Chydorus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RB75,4,5,0.0034,Daphnia sp.,undetermined,13,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Chironomidae,larva,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Acanthocyclops sp.,copepodid,5,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Daphnia sp.,undetermined,19,,
Cage Prototypes,RIVERS,2/25/2019,C,RL05,4,5,0.0022,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Chironomidae,pupae,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Culicidae,larva,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Acanthocyclops sp.,adult,9,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Acanthocyclops sp.,copepodid,5,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Chydorus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Daphnia sp.,undetermined,29,,
Cage Prototypes,RIVERS,2/25/2019,F,RF93,4,5,0.0072,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RC55,4,5,0.002,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RC55,4,5,0.002,Eurytemora affinis,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RC55,4,5,0.002,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RC55,4,5,0.002,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RC55,4,5,0.002,Daphnia sp.,undetermined,8,,
Cage Prototypes,RIVERS,2/25/2019,B,RC42,4,5,0.0046,Simocephalus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RC42,4,5,0.0046,Acanthocyclops sp.,adult,6,,
Cage Prototypes,RIVERS,2/25/2019,B,RC42,4,5,0.0046,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RC42,4,5,0.0046,Chydorus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RC42,4,5,0.0046,Daphnia sp.,undetermined,20,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Eucyclops sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Cladocera,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Acanthocyclops sp.,copepodid,10,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Bosmina sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Daphnia sp.,undetermined,20,,
Cage Prototypes,RIVERS,2/25/2019,D,RJ83,5,5,0.004,Diacyclops thomasi,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RF56,2,5,0.001,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RF56,2,5,0.001,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RF56,2,5,0.001,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RF56,2,5,0.001,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RF56,2,5,0.001,Acanthocyclops sp.,adult,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RF56,2,5,0.001,Daphnia sp.,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,D,RF19,4,5,0.0014,Simocephalus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,D,RF19,4,5,0.0014,Sida sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RF19,4,5,0.0014,Acanthocyclops sp.,adult,4,,
