Experiment,Location,Date,Cage.ID,Tag,Contents.Weight,Fullness,Digestion,Prey.Taxa,LH.Stage,Count,Taxa,Comments,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Halicyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Harpacticoida,undetermined,11,Harpacticoda,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Acanthocyclops sp.,adult,2,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Acanthocyclops sp.,copepodid,66,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Eurytemora affinis,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Eurytemora affinis,copepodid,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Sinocalanus doerrii,adult,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Bosmina sp.,undetermined,25,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Chydorus sp.,undetermined,25,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Diacyclops thomasi,undetermined,11,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Calanoida,copepodid,19,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RD60,0.0033,4,5,Cyclopoida,copepodid,23,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Acanthocyclops sp.,copepodid,41,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Eurytemora affinis,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Sinocalanus doerrii,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Bosmina sp.,undetermined,11,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Chydorus sp.,undetermined,35,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Calanoida,copepodid,5,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Cyclopoida,copepodid,16,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC93,0.0022,5,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RK10,0.0038,3,5,Daphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK10,0.0038,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK10,0.0038,3,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,D,RK74,0.0023,3,3,Daphnia sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RK74,0.0023,3,3,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RA19,0.0055,3,3,Daphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RA19,0.0055,3,3,Ceriodaphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,D,RA19,0.0055,3,3,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RN74,0.0035,5,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RN74,0.0035,5,5,Daphnia sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RN74,0.0035,5,5,Chironomidae,pupae,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Hyallela azteca,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Ceriodaphnia sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RH56,0.0051,4,5,Cladocera,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Daphnia sp.,Resting egg,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI44,0.0079,4,3,Cladocera,undetermined,14,Cladocera,"Very digested, number comes from counting eyes",
Cage Prototypes,RVR,2/25/2019,F,RI06,0.0041,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RI06,0.0041,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RI06,0.0041,4,5,Daphnia sp.,undetermined,15,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RI06,0.0041,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Daphnia sp.,undetermined,10,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Cladocera,undetermined,7,Cladocera,"Very digested, number comes from counting eyes",
Cage Prototypes,RVR,2/25/2019,F,RK46,0.0035,4,4,Crangonyx sp. ,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,F,RJ50,0.0045,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,F,RJ50,0.0045,4,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RJ50,0.0045,4,5,Daphnia sp.,undetermined,18,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Acanthocyclops sp.,adult,18,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Acanthocyclops sp.,copepodid,8,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Daphnia sp.,undetermined,17,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI65,0.0057,4,5,Macrocyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Simocephalus sp.,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Acanthocyclops sp.,copepodid,7,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Daphnia sp.,undetermined,27,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RI84,0.0063,4,5,Insecta,adult,1,Other,too digested to ID further,
Cage Prototypes,RVR,2/25/2019,B,RN90,0,2,5,Daphnia sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RN90,0,2,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RN90,0,2,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RN90,0,2,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RA34,0.0057,4,4,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,A,RA34,0.0057,4,4,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RA34,0.0057,4,4,Cladocera,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RA34,0.0057,4,4,Daphnia sp.,undetermined,14,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Simocephalus sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Osphranticum labronectum,adult,2,Calanoida,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Acanthocyclops sp.,adult,5,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Acanthocyclops sp.,copepodid,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Daphnia sp.,undetermined,17,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RN82,0.0034,4,5,Diacyclops thomasi,undetermined,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Simocephalus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Insecta,larva,1,Other,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Acanthocyclops sp.,adult,7,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Acanthocyclops sp.,copepodid,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Chydorus sp.,undetermined,2,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Daphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RD03,0.005,4,4,Cladocera,undetermined,8,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Acari,undetermined,1,Other,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Simocephalus sp.,undetermined,8,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Daphnia sp.,undetermined,20,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RD84,0.0049,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Hyallela azteca,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Diaptomidae,copepodid,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Sida sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Acanthocyclops sp.,adult,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Acanthocyclops sp.,copepodid,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL75,0.0033,4,5,Daphnia sp.,undetermined,13,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RK80,0.0035,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RK80,0.0035,4,5,Daphnia sp.,undetermined,15,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RN49,0.0021,4,5,Osphranticum labronectum,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,RN49,0.0021,4,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RN49,0.0021,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RN49,0.0021,4,5,Daphnia sp.,undetermined,10,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Acanthocyclops sp.,copepodid,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Cyclopoida,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Daphnia sp.,undetermined,14,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RN71,0.0036,4,4,Amphipoda,undetermined,1 maybe 2,Amphipoda,"too digested, possibly more than one animal",
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Sida sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Simocephalus sp.,undetermined,3,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Eucyclops sp.,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Diaptomidae,adult,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Mesocyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Acanthocyclops sp.,adult,12,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Acanthocyclops sp.,copepodid,15,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Calanoida,copepodid,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Daphnia sp.,undetermined,24,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RH59,0.0059,5,5,Crangonyx sp. ,undetermined,1,Amphipoda,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Chironomidae,larva,1,Diptera,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Acanthocyclops sp.,copepodid,32,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Eurytemora affinis,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Eurytemora affinis,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Sinocalanus doerrii,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Bosmina sp.,undetermined,18,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Chydorus sp.,undetermined,9,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Calanoida,copepodid,11,Calanoida,Counted heads,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Cyclopoida,copepodid,31,Cyclopoida,Counted heads,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RC21,0.0019,4,4,Cladocera,undetermined,5,Cladocera,too digested to ID further,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Eurycercus sp.,undetermined,1,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Diaptomidae,adult,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Acanthocyclops sp.,copepodid,32,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Eurytemora affinis,adult,4,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Eurytemora affinis,copepodid,2,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Sinocalanus doerrii,adult,1,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Sinocalanus doerrii,copepodid,3,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Bosmina sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Chydorus sp.,undetermined,8,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Calanoida,copepodid,10,Calanoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Cyclopoida,copepodid,16,Cyclopoida,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Daphnia sp.,undetermined,4,Cladocera,,
Cage Prototypes,DWSC,3/27/2019,A,RG36,0.0026,4,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RC48,0.004,4,4,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RC48,0.004,4,4,Daphnia sp.,undetermined,15,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RC48,0.004,4,4,Cladocera,undetermined,7,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RI53,0.005,4,5,Crangonyx sp. ,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,F,RI53,0.005,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RI53,0.005,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RI53,0.005,4,5,Daphnia sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,OO59,0.0025,3,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,OO59,0.0025,3,5,Daphnia sp.,undetermined,14,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,OO59,0.0025,3,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RK61,0.0041,4,5,Simocephalus sp.,undetermined,4,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RK61,0.0041,4,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,A,RK61,0.0041,4,5,Acanthocyclops sp.,adult,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RK61,0.0041,4,5,Acanthocyclops sp.,copepodid,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RK61,0.0041,4,5,Daphnia sp.,undetermined,21,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RK61,0.0041,4,5,Sida sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Chironomidae,larva,1,Diptera,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Eucyclops sp.,undetermined,4,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Scapholeberis sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Acanthocyclops sp.,adult,10,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Acanthocyclops sp.,copepodid,8,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Daphnia sp.,undetermined,9,Cladocera,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Cyclopoida,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,E,RG46,0.0045,4,5,Cladocera,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RJ77,0.0015,3,5,Acanthocyclops sp.,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RJ77,0.0015,3,5,Daphnia sp.,undetermined,7,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RJ77,0.0015,3,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RG63,0.0006,3,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,C,RG63,0.0006,3,5,Ceriodaphnia sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RG63,0.0006,3,5,Daphnia sp.,undetermined,6,Cladocera,,
Cage Prototypes,RVR,2/25/2019,C,RG63,0.0006,3,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RC18,0.0046,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RC18,0.0046,4,5,Hyallela azteca,undetermined,1,Amphipoda,,
Cage Prototypes,RVR,2/25/2019,F,RC18,0.0046,4,5,Daphnia sp.,undetermined,27,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RC18,0.0046,4,5,Diacyclops thomasi,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RC18,0.0046,4,5,Acanthocyclops sp.,adult,5,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Simocephalus sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Osphranticum labronectum,undetermined,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Acanthocyclops sp.,adult,6,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Acanthocyclops sp.,copepodid,12,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Chydorus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Daphnia sp.,undetermined,11,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Diacyclops thomasi,undetermined,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RA74,0.0032,4,5,Cladocera,undetermined,5,Cladocera,,
Cage Prototypes,RVR,2/25/2019,F,RJ23,0.0031,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,F,RJ23,0.0031,4,5,Daphnia sp.,undetermined,12,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RN27,0.0032,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
Cage Prototypes,RVR,2/25/2019,B,RN27,0.0032,4,5,Eucyclops sp.,undetermined,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,B,RN27,0.0032,4,5,Osphranticum labronectum,undetermined,1,Calanoida,,
Cage Prototypes,RVR,2/25/2019,B,RN27,0.0032,4,5,Daphnia sp.,undetermined,13,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RL03,0.0031,4,5,Eucyclops sp.,undetermined,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL03,0.0031,4,5,Daphnia sp.,undetermined,10,Cladocera,,
Cage Prototypes,RVR,2/25/2019,A,RL03,0.0031,4,5,Acanthocyclops sp.,adult,3,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL03,0.0031,4,5,Acanthocyclops sp.,copepodid,2,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RL03,0.0031,4,5,Cyclopoida,copepodid,1,Cyclopoida,,
Cage Prototypes,RVR,2/25/2019,A,RA72,0.0018,4,5,Simocephalus sp.,undetermined,1,Cladocera,,
