Date,SamplePeriod,Year,WYType,FlowPulseType,NetFlowDays,Month,StationCode,Region,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,Classification,Organism,Phylum,Class,Order,Family,Genus,Species,TaxonName,Taxlife,TaxonRank,CommonName,LifeStage,CPUEZoop,BPUE
10/2/2019,After,2019,W,MA-Ag,26,Oct,BL5,Downstream,17.5,1.5,154,180,7.76,8.6,8.6,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,6.1888015,0.823110599
9/5/2018,During,2018,BN,MA-Ag,30,Sep,RVB,Downstream,21.3,2,163,176,7.7,8.12,3.2,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,10.92909236,1.453569284
8/21/2019,Before,2019,W,MA-Ag,26,Aug,BL5,Downstream,21.6,1.1,148,158,8.24,8.09,8.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,4.2669011,0.567497846
10/1/2019,After,2019,W,MA-Ag,26,Oct,LIS,Transition,18.7,0.3,643,732,7.97,7.11,29.7,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,29.64579844,3.942891193
9/13/2017,During,2017,W,CA,12,Sep,RCS,Upstream,24,0.27,528,531,7.61,5.26,25.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,4.684751452,0.623071943
9/4/2018,During,2018,BN,MA-Ag,30,Sep,I80,Upstream,23.2,0.37,519,537,7.67,5.25,22.1,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,22.8394345,3.037644788
9/17/2019,During,2019,W,MA-Ag,26,Sep,RMB,Upstream,21.4,0.29,489,525,7.56,5.3,23.1,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,68.38891271,9.09572539
8/13/2018,Before,2018,BN,MA-Ag,30,Aug,RYI,Downstream,21.8,1,NA,159,7.44,7.94,3.2,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,12.19954619,1.622539643
10/16/2019,After,2019,W,MA-Ag,26,Oct,STTD,Transition,16.9,0.5,191,226,8.45,9.04,16.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,9.040325417,1.20236328
9/1/2015,During,2015,C,NF,42,Sep,LIB,Downstream,23.1,2,196,204,7.74,8.12,3.7,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,15.6477414,2.081149607
9/2/2015,During,2015,C,NF,42,Sep,RCS,Upstream,22.86,0.34,578,603,7.07,NA,29.8,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,28.62909356,3.807669443
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,LIS,Transition,23.4,0.23,237,244,7.95,7.06,31.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,1.675941952,0.22290028
10/25/2018,After,2018,BN,MA-Ag,30,Oct,RD22,Upstream,16,0.3,679,820,7.58,5.7,23,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,13.09551008,1.74170284
11/1/2018,After,2018,BN,MA-Ag,30,Nov,STTD,Transition,15.6,0.65,176,214,8.39,8.53,12,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,100.314778,13.34186548
8/3/2017,Before,2017,W,CA,12,Aug,RD22,Upstream,26.6,0.26,723,702,7.97,7.14,33.8,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,5.740962913,0.763548067
10/4/2018,After,2018,BN,MA-Ag,30,Oct,RYI,Downstream,19.5,1.8,NA,148,7.5,8.2,4.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,27.3227309,3.63392321
10/15/2019,After,2019,W,MA-Ag,26,Oct,RMB,Upstream,15.6,0.39,455,554,7.51,7.35,17.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,60.26501058,8.015246407
8/20/2019,Before,2019,W,MA-Ag,26,Aug,RD22,Upstream,25.5,0.21,773,765,8.04,6.38,42.2,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,22.28191878,2.963495198
8/6/2019,Before,2019,W,MA-Ag,26,Aug,RMB,Upstream,26.6,0.23,588,571,7.64,4.48,28.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,51.93921693,6.907915851
9/3/2019,During,2019,W,MA-Ag,26,Sep,RCS,Upstream,23.6,0.28,494,508,7.63,4.96,31.7,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,31.26370473,4.158072729
9/18/2019,During,2019,W,MA-Ag,26,Sep,BL5,Downstream,20.6,1.1,286,312,8.13,7.81,8.7,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,7.722458625,1.027086997
9/13/2017,During,2017,W,CA,12,Sep,RD22,Upstream,24.3,0.26,699,708,7.99,4.66,28.8,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,19.41878758,2.582698748
9/3/2019,During,2019,W,MA-Ag,26,Sep,LIS,Transition,24.4,0.22,533,540,7.86,4.51,39.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,19.14873119,2.546781249
8/20/2019,Before,2019,W,MA-Ag,26,Aug,RMB,Upstream,24.2,0.22,529,538,7.71,5.12,34.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,15.4981877,2.061258964
8/7/2019,Before,2019,W,MA-Ag,26,Aug,LIB,Downstream,22.6,1.23,128,134,7.44,7.81,6.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,11.6194452,1.545386212
9/14/2016,After,2016,BN,MA-SR,19,Sep,RD22,Upstream,18.65,0.26,597,679,7.52,6.5,39.6,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,49.1524709,6.53727863
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,I80,Upstream,24,0.2,1110,1131,8.03,3.47,45.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,61.39362621,8.165352286
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,RCS,Upstream,27.9,0.27,668,633,7.47,3.2,26.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,10.16979546,1.352582796
10/2/2019,After,2019,W,MA-Ag,26,Oct,RVB,Downstream,17.8,1.6,120,139,7.24,8.47,8.1,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,0.901173956,0.119856136
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,RVB,Downstream,21.3,1.6,138,149,7.45,7.89,2.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,9.262455065,1.231906524
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,RYI,Downstream,22.5,1.5,134,141,7.51,8.08,5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,25.85510993,3.43872962
9/17/2019,During,2019,W,MA-Ag,26,Sep,I80,Upstream,21.4,0.26,496,533,7.39,5.53,34,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,9.061957619,1.205240363
11/1/2018,After,2018,BN,MA-Ag,30,Nov,RYI,Downstream,16.3,2,132,159,7.55,8.8,4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,16.75352917,2.228219379
10/2/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.03,0.3,589,650,7.73,4.79,32.7,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,2.320897142,0.30867932
10/15/2019,After,2019,W,MA-Ag,26,Oct,I80,Upstream,16.9,0.26,606,718,8.37,14.21,31.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,26.72678224,3.554662038
8/7/2019,Before,2019,W,MA-Ag,26,Aug,BL5,Downstream,23,0.9,144,149,7.84,7.86,7.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,0.931075181,0.123832999
10/19/2017,After,2017,W,CA,12,Oct,LIB,Downstream,15.6,1.1,109,133,7.69,9.25,6.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,75.84086741,10.08683537
8/21/2018,Before,2018,BN,MA-Ag,30,Aug,I80,Upstream,21.4,0.3,942,1013,7.84,4.96,28.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,3.215036207,0.427599816
8/31/2017,During,2017,W,CA,12,Aug,I80,Upstream,23.5,0.12,641,659,8.16,5.57,83.6,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,167.7865601,22.31561249
8/6/2019,Before,2019,W,MA-Ag,26,Aug,I80,Upstream,24.4,0.13,687,695,8.12,6.59,79.6,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,75.23426186,10.00615683
10/1/2019,After,2019,W,MA-Ag,26,Oct,RMB,Upstream,19.2,0.28,512,575,7.59,7.07,32.6,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,37.61060773,5.002210828
10/16/2019,After,2019,W,MA-Ag,26,Oct,RYI,Downstream,16,1.9,111,135,7.43,8.92,4.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,6.825946567,0.907850893
9/5/2018,During,2018,BN,MA-Ag,30,Sep,LIB,Downstream,20.9,1.9,165,179,7.86,8.27,3.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,9.735225233,1.294784956
9/17/2019,During,2019,W,MA-Ag,26,Sep,RCS,Upstream,21.6,0.31,487,520,7.66,5.37,25.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,6.814821473,0.906371256
10/19/2017,After,2017,W,CA,12,Oct,RYI,Downstream,15.6,1.9,106,130,7.64,9.21,4.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,16.78505969,2.232412938
8/3/2016,After,2016,BN,MA-SR,19,Aug,RD22,Upstream,24.93,0.26,809,810,7.61,5.5,53.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,4.157281818,0.552918482
9/3/2019,During,2019,W,MA-Ag,26,Sep,RMB,Upstream,23.4,0.19,495,511,7.72,5.05,39.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,20.19422815,2.685832344
8/30/2017,During,2017,W,CA,12,Aug,RVB,Downstream,22.8,1.8,132,138,7.71,8.19,1.4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,5.815625475,0.773478188
8/6/2019,Before,2019,W,MA-Ag,26,Aug,RCS,Upstream,26.9,0.24,599,578,7.74,4.48,67.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,2.603035534,0.346203726
10/9/2018,After,2018,BN,MA-Ag,30,Oct,I80,Upstream,18.9,0.32,543,615,7.9,6.8,20.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,15.54055265,2.066893502
8/31/2017,During,2017,W,CA,12,Aug,RD22,Upstream,24,0.23,634,646,7.66,4.72,29,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,6.950360803,0.924397987
8/20/2019,Before,2019,W,MA-Ag,26,Aug,RCS,Upstream,25,0.28,539,539,7.69,4.88,37.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,1.229522891,0.163526544
9/13/2018,During,2018,BN,MA-Ag,30,Sep,STTD,Transition,20.9,0.4,540,585,7.78,6.27,25.1,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,43.42480157,5.775498609
10/1/2019,After,2019,W,MA-Ag,26,Oct,I80,Upstream,17.3,0.22,618,725,7.77,7.33,38.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,43.87568566,5.835466192
10/25/2018,After,2018,BN,MA-Ag,30,Oct,LIB,Downstream,16.6,2.5,139,166,8.09,9.31,3.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,4.012668848,0.533684957
9/2/2015,During,2015,C,NF,42,Sep,RD22,Upstream,22.23,0.3,605,639,7.71,3.71,31.6,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,40.00776131,5.321032254
8/30/2017,During,2017,W,CA,12,Aug,RYI,Downstream,22.6,2,133,139,7.67,8,1.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,10.76716198,1.432032543
9/13/2017,During,2017,W,CA,12,Sep,I80,Upstream,24.7,0.2,728,732,8,5.25,47.2,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,71.25644025,9.477106553
8/31/2016,After,2016,BN,MA-SR,19,Aug,I80,Upstream,21.56,0.2,684,732,7.94,5.49,58.3,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,15.01012916,1.996347178
11/8/2018,After,2018,BN,MA-Ag,30,Nov,STTD,Transition,14.4,0.52,174,218,8.29,9.07,16.2,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,26.71533148,3.553139087
8/21/2018,Before,2018,BN,MA-Ag,30,Aug,RD22,Upstream,23,0.39,838,873,7.81,7.07,17.2,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,1.311491083,0.174428314
9/4/2018,During,2018,BN,MA-Ag,30,Sep,RCS,Upstream,22.2,0.37,495,522,7.67,5.49,16.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,11.26917727,1.498800577
9/13/2018,During,2018,BN,MA-Ag,30,Sep,RYI,Downstream,20.1,2,169,187,7.65,8.11,3.8,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,13.39485624,1.78151588
8/19/2015,Before,2015,C,NF,42,Aug,RD22,Upstream,25.08,NA,798,799,7.91,1.24,8.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,8.177316691,1.08758312
9/15/2015,During,2015,C,NF,42,Sep,BL5,Downstream,20.27,0.6,358,397,8.05,8.32,17.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,25.20486204,3.352246652
8/21/2018,Before,2018,BN,MA-Ag,30,Aug,RCS,Upstream,22.9,0.4,540,563,7.64,5.61,18,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,5.052047363,0.671922299
8/6/2019,Before,2019,W,MA-Ag,26,Aug,LIS,Transition,25.1,0.21,527,526,7.98,5.31,49.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,107.9581075,14.35842829
8/4/2015,Before,2015,C,NF,42,Aug,LIS,Transition,23.2,0.28,270,280,8.04,7.38,58.5,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,4.236196658,0.563414156
8/3/2015,Before,2015,C,NF,42,Aug,LIB,Downstream,22.35,0.7,199,209,7.53,8.09,10.9,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,13.75208058,1.829026717
9/13/2017,During,2017,W,CA,12,Sep,LIB,Downstream,21.9,1,140,149,7.62,8.24,4,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,25.96752345,3.453680619
8/7/2019,Before,2019,W,MA-Ag,26,Aug,STTD,Transition,24.1,0.4,191,194,8.62,7.87,21.1,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,2.262675449,0.300935835
10/15/2019,After,2019,W,MA-Ag,26,Oct,RD22,Upstream,17,0.25,715,843,7.66,6.78,45.1,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,6.331793995,0.842128601
8/13/2018,Before,2018,BN,MA-Ag,30,Aug,STTD,Transition,23.9,0.5,NA,183,8.19,8.29,15.7,Cyclopoids,Microcyclops rubellus,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Microcyclops rubellus NA,Species,Microcyclops rubellus,NA,20.66128233,2.747950549
8/31/2016,After,2016,BN,MA-SR,19,Aug,RD22,Upstream,21.86,0.24,774,824,7.61,5.81,48.8,Cyclopoids,Microcyclops,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Microcyclops,NA,Microcyclops sp.,Microcyclops sp. NA,Genus,Microcyclops sp.,NA,13.00947457,1.730260118
10/9/2018,After,2018,BN,MA-Ag,30,Oct,RCS,Upstream,19.3,0.36,563,632,7.71,4.43,21.3,Cladocera,Moina,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,NA,Moina sp.,Moina sp. NA,Genus,Moina sp.,NA,1261.102215,1261.102215
9/3/2019,During,2019,W,MA-Ag,26,Sep,RCS,Upstream,23.6,0.28,494,508,7.63,4.96,31.7,Cladocera,Moina,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,NA,Moina sp.,Moina sp. NA,Genus,Moina sp.,NA,97.26485915,97.26485915
9/4/2018,During,2018,BN,MA-Ag,30,Sep,RCS,Upstream,22.2,0.37,495,522,7.67,5.49,16.9,Cladocera,Moina,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,NA,Moina sp.,Moina sp. NA,Genus,Moina sp.,NA,3.756392424,3.756392424
8/2/2016,After,2016,BN,MA-SR,19,Aug,STTD,Transition,23.7,0.3,NA,479,7.7,7.16,45.9,Cladocera,Moina,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,NA,Moina sp.,Moina sp. NA,Genus,Moina sp.,NA,63.89592065,63.89592065
9/13/2017,During,2017,W,CA,12,Sep,RCS,Upstream,24,0.27,528,531,7.61,5.26,25.4,Cladocera,Moina,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,NA,Moina sp.,Moina sp. NA,Genus,Moina sp.,NA,4.684751452,4.684751452
8/20/2019,Before,2019,W,MA-Ag,26,Aug,LIS,Transition,24.1,0.25,449,458,8.31,7.86,47.8,Cladocera,Moina,Arthropoda,Branchiopoda,Diplostraca,Moinidae,Moina,NA,Moina sp.,Moina sp. NA,Genus,Moina sp.,NA,5.288270497,5.288270497
