,Taxlife,Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod,CarbonWeight,BPUE
4816,Ostracoda NA,7/8/2016,2016,7,7/8/2016 7:39,11:39:00,I80,21.55,0.18,822,880,8.77,10.26,87.4,Low,969302,970500,63,0.1,63,0.14,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,33.25253894,BN,MA-SR,19,Before,NA,NA
4817,Ostracoda NA,7/7/2016,2016,7,7/7/2016 10:25,14:25:00,RVB,21.45,0.6,100,114,7.47,9.2,15.2,Regular,63000,63087,91,0.1,91,0.3,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,661.1113803,BN,MA-SR,19,Before,NA,NA
4818,Ostracoda NA,9/14/2015,2015,9,9/14/2015 6:15,10:15:00,SHR,21.95,NA,150,159,7.64,7.89,4.1,Low,558754,562000,106,4,106,5,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,2.312684831,C,NF,42,During,NA,NA
4819,Ostracoda NA,8/20/2014,2014,8,8/20/2014 6:06,10:06:00,RCS,24.6,0.23,601,NA,7.76,4.96,38,Low,829082,829600,200,1,200,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,6,41.0157443,C,NF,15,Before,NA,NA
4820,Ostracoda NA,9/14/2016,2016,9,9/14/2016 6:00,10:00:00,I80,19.62,0.22,651,762,7.9,7.27,48.4,Low,949256,950000,64,1.3,64,6.3,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,36,43.51491152,BN,MA-SR,19,After,NA,NA
4821,Ostracoda NA,8/22/2018,2018,8,8/22/2018 6:47,10:47:00,RVB,21.3,2,145,156,7.65,8.12,2.6,Low,743951,747000,57,0.1,57,0.9,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,5,9.194202002,BN,MA-Ag,30,Before,NA,NA
4822,Ostracoda NA,8/21/2012,2012,8,8/21/2012 2:59,6:59:00,SHR,20.9,1,129,NA,7.37,9.37,9.8,Low,994954,996000,150,1,150,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,5,12.69488262,BN,CA,38,Before,NA,NA
4823,Ostracoda NA,8/13/2018,2018,8,8/13/2018 8:40,12:40:00,STTD,23.9,0.5,NA,183,8.19,8.29,15.7,Low,750329,752000,39,0.2,39,0.7,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,3,8.854835282,BN,MA-Ag,30,Before,NA,NA
4824,Ostracoda NA,8/3/2017,2017,8,8/3/2017 4:50,8:50:00,RCS,27.2,0.26,623,599,7.8,4.28,37,Low,983261,984250,64,1.7,64,1.9,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,17,51.25640208,W,CA,12,Before,NA,NA
4825,Ostracoda NA,9/11/2014,2014,9,9/11/2014 9:10,13:10:00,RD22,22.8,0.38,582,NA,7.48,4.41,19,Low,768795,769938,50,5,50,5,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,42,6.505821909,C,NF,15,During,NA,NA
4826,Ostracoda NA,6/30/2016,2016,6,6/30/2016 7:30,11:30:00,BL5,23,0.22,166,172,7.67,8.27,56.5,Regular,10000,13375,222,0.2,222,0.3,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,41.5749457,BN,MA-SR,19,Before,NA,NA
4827,Ostracoda NA,8/22/2018,2018,8,8/22/2018 8:15,12:15:00,LIB,20.3,1.2,149,164,7.97,8.32,6,Low,735014,738000,86,0.1,91,0.25,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,10.79147218,BN,MA-Ag,30,Before,NA,NA
4828,Ostracoda NA,9/13/2018,2018,9,9/13/2018 7:27,11:27:00,RYI,20.1,2,169,187,7.65,8.11,3.8,Low,675899,679600,56,0.2,56,1.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,13,12.43808079,BN,MA-Ag,30,During,NA,NA
4829,Ostracoda NA,9/7/2011,2011,9,9/7/2011 4:18,8:18:00,SHR,20.3,0.86,135,NA,8.19,9.58,NA,Regular,150000,154160,200,1,200,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,8,14.58580476,W,NF,63,During,NA,NA
4830,Ostracoda NA,10/16/2019,2019,10,10/16/2019 12:03,12:03:00,STTD,16.9,0.5,191,226,8.45,9.04,16.4,Low,739813,741086,52,2.4,52,8.7,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,57,23.6918873,W,MA-Ag,26,After,NA,NA
4831,Ostracoda NA,10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,11,2.068356264,W,MA-Ag,26,After,NA,NA
4832,Ostracoda NA,9/15/2015,2015,9,9/15/2015 8:28,12:28:00,RYI,21.61,1.5,255,272,7.75,7.57,4.3,Low,971400,973700,170,0.2,170,0.3,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,6,130.8640016,C,NF,42,During,NA,NA
4833,Ostracoda NA,8/18/2015,2015,8,8/18/2015 9:42,13:42:00,RVB,24.1,1.1,231,235,7.41,7.48,8.6,Low,589189,590000,50,0.1,50,1.6,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,2,6.822260182,C,NF,42,Before,NA,NA
4834,Ostracoda NA,8/26/2014,2014,8,8/26/2014 3:45,7:45:00,SHR,22.5,1.8,151,NA,7.7,8.67,3.72,Low,806375,809000,100,2,100,2,8,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,15,3.16163029,C,NF,15,Before,NA,NA
4835,Ostracoda NA,9/27/2018,2018,9,9/27/2018 8:24,12:24:00,STTD,21.9,0.41,530,563,8.13,7.89,16.5,Low,640579,641542,35,0.5,35,0.9,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,10,35.74936753,BN,MA-Ag,30,After,NA,NA
4836,Ostracoda NA,8/22/2018,2018,8,8/22/2018 8:50,12:50:00,BL5,19.8,0.8,160,177,7.97,7.89,8.9,Low,728273,732000,147,0.6,147,0.6,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,3,17.4581034,BN,MA-Ag,30,Before,NA,NA
4837,Ostracoda NA,9/3/2019,2019,9,9/3/2019 12:04,12:04:00,RD22,23.6,0.28,504,518,7.66,4.19,31.6,Low,925713,927000,58,1,58,3.6,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,12,13.29833616,W,MA-Ag,26,During,NA,NA
4838,Ostracoda NA,7/26/2018,2018,7,7/26/2018 8:11,12:11:00,I80,24,0.2,1110,1131,8.03,3.47,45.4,Low,958772,959666,62,0.1,62,0.6,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,40.92908414,BN,MA-Ag,30,Before,NA,NA
4839,Ostracoda NA,9/10/2014,2014,9,9/10/2014 5:15,9:15:00,STTD,20.4,0.2,204,NA,7.35,7.8,47.23,Low,780404,782300,2000,1,1500,1,3,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,23.34537134,C,NF,15,During,NA,NA
4840,Ostracoda NA,9/27/2018,2018,9,9/27/2018 7:36,11:36:00,BL5,20.4,1.4,233,256,8.37,8.68,3.3,Low,641579,644081,61,0.4,61,1.2,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,13,23.38157439,BN,MA-Ag,30,After,NA,NA
4841,Ostracoda NA,9/6/2018,2018,9,9/6/2018 5:26,9:26:00,SHR,19.9,1.3,140,155,7.59,8.54,5.7,Low,682887,686000,70,2.2,70,3.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,36,21.07713698,BN,MA-Ag,30,During,NA,NA
4842,Ostracoda NA,9/4/2018,2018,9,9/4/2018 9:10,13:10:00,RCS,22.2,0.37,495,522,7.67,5.49,16.9,Low,957663,959077,60,1,60,1.8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,13,27.12950084,BN,MA-Ag,30,During,NA,NA
4843,Ostracoda NA,7/20/2016,2016,7,7/20/2016 7:22,11:22:00,RD22,23.77,0.38,566,569,7.93,4.02,44.9,Low,965186,965790,88,1.9,88,1.9,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,8,54.30642757,BN,MA-SR,19,During,NA,NA
4844,Ostracoda NA,10/2/2019,2019,10,10/2/2019 11:33,11:33:00,STTD,17.8,0.5,292,338,8.46,8.72,16.4,Low,764465,766100,46,1.1,46,16,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,61,9.495526323,W,MA-Ag,26,After,NA,NA
4845,Ostracoda NA,8/2/2016,2016,8,8/2/2016 5:39,9:39:00,STTD,23.7,0.3,NA,479,7.7,7.16,45.9,Regular,993000,995196,74,0.1,74,0.12,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,3,159.7398016,BN,MA-SR,19,After,NA,NA
4846,Ostracoda NA,10/30/2013,2013,10,10/30/2013 4:50,8:50:00,STTD,14.7,0.22,210,NA,7.36,8.88,48.1,Low,924030,925000,400,1,100,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,2,3.65054219,D,NF,42,After,NA,NA
4847,Ostracoda NA,10/28/2015,2015,10,10/28/2015 7:20,11:20:00,LIS,18.27,0.22,272,312,8.26,6.69,56.5,Low,973314,975000,114,0.5,114,3,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,2,3.990479986,C,NF,42,After,NA,NA
4848,Ostracoda NA,8/7/2014,2014,8,8/7/2014 4:42,8:42:00,SHR,22.1,1,142,NA,7.85,8.75,6.4,Low,829632,832600,100,2,100,2,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,21,6.263607178,C,NF,15,Before,NA,NA
4849,Ostracoda NA,9/15/2015,2015,9,9/15/2015 9:42,13:42:00,RVB,22.17,1.4,282,291,7.6,7.61,5.9,Low,967021,969400,141,0.3,141,0.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,5,65.58489063,C,NF,42,During,NA,NA
4850,Ostracoda NA,8/31/2017,2017,8,8/31/2017 4:15,8:15:00,RCS,24.2,0.27,500,507,7.71,4.76,28.5,Low,972432,973000,43,2,43,24,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,74,20.66377731,W,CA,12,During,NA,NA
4851,Ostracoda NA,10/19/2017,2017,10,10/19/2017 7:39,11:39:00,BL5,15.5,0.9,121,148,7.96,9.38,13.4,Low,912598,915000,104,0.9,104,1.7,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,15,33.81985871,W,CA,12,After,NA,NA
4852,Ostracoda NA,11/1/2018,2018,11,11/1/2018 5:43,9:43:00,RYI,16.3,2,132,159,7.55,8.8,4,Low,578037,582000,60,0.4,60,2.8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,22,10.53078976,BN,MA-Ag,30,After,NA,NA
4853,Ostracoda NA,8/20/2014,2014,8,8/20/2014 7:02,11:02:00,RD22,23.3,0.35,660,NA,7.97,7.44,22,Low,827959,829080,75,4,75,4,8,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,41,7.588547278,C,NF,15,Before,NA,NA
4854,Ostracoda NA,10/6/2014,2014,10,10/6/2014 5:30,9:30:00,SHR,20.7,1.99,135,NA,6.32,8.91,3.8,Low,749441,752000,100,1,100,1,8,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,21,9.080884186,C,NF,15,After,NA,NA
4855,Ostracoda NA,10/30/2012,2012,10,10/30/2012 4:40,8:40:00,SHR,15.3,1.86,106,NA,7.59,9.89,16.8,Low,983284,984000,100,1,100,1,10,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,1.236391734,BN,CA,38,After,NA,NA
4856,Ostracoda NA,8/4/2015,2015,8,8/4/2015 5:40,9:40:00,RD22,23.07,0.36,1555,1615,7.5,5.9,19.7,Low,621447,622887,51,2,51,12,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,34,8.883302884,C,NF,42,Before,NA,NA
4857,Ostracoda NA,9/5/2018,2018,9,9/5/2018 8:20,12:20:00,BL5,20.4,0.8,201,221,8.47,8.34,7.9,Low,586320,590038,89,0.5,89,0.8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,2.648864538,BN,MA-Ag,30,During,NA,NA
4858,Ostracoda NA,8/16/2016,2016,8,8/16/2016 10:42,14:42:00,RVB,22.25,1.65,126,133,7.84,9.56,4.4,Low,2394,4200,260,0.1,260,0.1,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,127.4455621,BN,MA-SR,19,After,NA,NA
4859,Ostracoda NA,7/26/2018,2018,7,7/26/2018 7:30,11:30:00,RYI,22.5,1.5,134,141,7.51,8.08,5,Low,814850,818000,92,0.1,92,0.7,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,6,22.16152279,BN,MA-Ag,30,Before,NA,NA
4860,Ostracoda NA,11/30/2011,2011,11,11/30/2011 3:00,8:00:00,SHR,11.5,0.72,121,NA,7.19,10.58,NA,Low,1417,2001,300,1,125,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,15.15850139,W,NF,63,After,NA,NA
4861,Ostracoda NA,8/7/2019,2019,8,8/7/2019 12:39,12:39:00,STTD,24.1,0.4,191,194,8.62,7.87,21.1,Low,971346,974965,74,4,74,8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,107,24.21062731,W,MA-Ag,26,Before,NA,NA
4862,Ostracoda NA,8/18/2015,2015,8,8/18/2015 7:00,11:00:00,BL5,23.53,0.53,191,196,7.8,7.84,15.4,Low,605636,609000,112,0.3,112,2.9,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,6,6.097957638,C,NF,42,Before,NA,NA
4863,Ostracoda NA,9/20/2011,2011,9,9/20/2011 6:24,10:24:00,STTD,22.4,0.28,800,NA,8,6.74,NA,Regular,178000,181856,700,1,200,1,3,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,7,22.94792934,W,NF,63,During,NA,NA
4864,Ostracoda NA,9/3/2019,2019,9,9/3/2019 10:20,10:20:00,RCS,23.6,0.28,494,508,7.63,4.96,31.7,Low,927655,929000,95,1.8,95,2.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,14,36.47432218,W,MA-Ag,26,During,NA,NA
4865,Ostracoda NA,10/25/2018,2018,10,10/25/2018 9:28,13:28:00,LIS,18.1,0.2,240,277,7.71,5.42,46.7,Low,936826,937700,43,4.2,41,2.2,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,1.887638638,BN,MA-Ag,30,After,NA,NA
4866,Ostracoda NA,10/1/2015,2015,10,10/1/2015 8:52,12:52:00,RVB,20.48,0.9,291,319,7.8,7.49,9.25,Low,973507,975000,41,0.2,41,1.8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,12,16.20697286,C,NF,42,During,NA,NA
4867,Ostracoda NA,10/13/2015,2015,10,10/13/2015 5:41,9:41:00,STTD,18.53,0.3,273,312,7.8,9.65,23.6,Low,995381,997000,44,0.3,44,2.8,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,10,8.592447978,C,NF,42,After,NA,NA
4868,Ostracoda NA,9/15/2015,2015,9,9/15/2015 7:08,11:08:00,BL5,20.27,0.6,358,397,8.05,8.32,17.9,Low,552058,555500,98,0.1,98,0.25,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,10.08194482,C,NF,42,During,NA,NA
4869,Ostracoda NA,8/6/2014,2014,8,8/6/2014 8:00,12:00:00,I80,23,0.15,1036,NA,7.86,3.96,66.1,Low,833975,834650,600,1,300,1,3,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,14,183.6087517,C,NF,15,Before,NA,NA
4870,Ostracoda NA,9/16/2013,2013,9,9/16/2013 5:40,9:40:00,SHR,20.7,1.2,148,NA,7.92,8.65,5.7,Low,930652,933000,100,1,100,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,2,1.508103034,D,NF,42,During,NA,NA
4871,Ostracoda NA,7/20/2016,2016,7,7/20/2016 8:55,12:55:00,I80,24.83,0.27,586,588,7.88,4.61,47.8,Low,963869,965140,86,0.15,86,0.15,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,159.7315654,BN,MA-SR,19,During,NA,NA
4872,Ostracoda NA,8/16/2017,2017,8,8/16/2017 4:35,8:35:00,LIS,22.4,0.18,317,333,8.28,7.54,45.1,Low,979305,981000,109,0.12,109,0.13,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,175.1630705,W,CA,12,Before,NA,NA
4873,Ostracoda NA,8/3/2015,2015,8,8/3/2015 8:10,12:10:00,LIB,22.35,0.7,199,209,7.53,8.09,10.9,Low,626655,629000,255,0.7,255,6.7,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,6,8.620707229,C,NF,42,Before,NA,NA
4874,Ostracoda NA,9/19/2018,2018,9,9/19/2018 9:31,13:31:00,STTD,20.5,0.4,595,652,7.89,6.77,22.1,Low,650678,653800,41,0.3,41,0.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,7,20.34502003,BN,MA-Ag,30,During,NA,NA
4875,Ostracoda NA,8/30/2018,2018,8,8/30/2018 8:28,12:28:00,BL5,19.8,1.15,164,182,8.06,8.43,9.5,Low,906290,907500,64,0.3,64,0.6,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,16,124.8626221,BN,MA-Ag,30,During,NA,NA
4876,Ostracoda NA,9/21/2012,2012,9,9/21/2012 3:13,7:13:00,SHR,18.9,0.98,143,NA,7.76,9.54,17.8,Low,988754,990000,175,1,175,1,5,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,4,9.946702036,BN,CA,38,During,NA,NA
4877,Ostracoda NA,10/1/2019,2019,10,10/1/2019 9:14,9:14:00,I80,17.3,0.22,618,725,7.77,7.33,38.3,Low,920014,920700,68,0.4,68,0.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,21.93784283,W,MA-Ag,26,After,NA,NA
4878,Ostracoda NA,8/3/2015,2015,8,8/3/2015 7:30,11:30:00,BL5,21.15,0.41,185,200,7.21,8.14,27.2,Low,629560,632000,455,4,455,10,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,9,14.85707086,C,NF,42,Before,NA,NA
4879,Ostracoda NA,9/18/2018,2018,9,9/18/2018 6:47,10:47:00,RD22,19.4,0.46,521,583,7.7,5.71,16.1,Low,951806,953081,56,1.2,56,7.4,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,89,46.76331004,BN,MA-Ag,30,During,NA,NA
4880,Ostracoda NA,10/18/2018,2018,10,10/18/2018 7:29,11:29:00,STTD,16.5,0.8,179,214,8.61,9.59,12,Low,611159,612539,61,3,61,3.5,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,36,40.24892821,BN,MA-Ag,30,After,NA,NA
4881,Ostracoda NA,8/2/2017,2017,8,8/2/2017 8:25,12:25:00,LIB,23.2,1.6,132,137,7.92,7.78,4,Low,17855,20000,78,5,78,6.5,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,1,0.495248381,W,CA,12,Before,NA,NA
